LocaleIdentifier,DE
MsgDataStorageReportsLaborTotals,Insgesamt:
MsgDataStorageReportsVoucherDetailsName,Name
MsgDataStorageReportsVoucherDetailsTotal,INSGESAMT
MsgDataStorageReportsTender,Ausschreibung
MsgDataStorageReportsAdj,Adj
MsgDataStorageReportsAmex,Amex
MsgDataStorageReportsMC,MC
MsgDataStorageReportsTotals,Insgesamt
MsgDataStorageReportsLevelup,Heraufgeschraubt
MsgDataStorageReportsCashAdjDueToEmp,Adj. Bargeld dem Mitarbeiter Geschuldet
MsgDataStorageReportsCashAdjDueToHouse,Angepasst. Bargeld dem Haus geschuldet
MsgDataStorageReportsCashSalesReceived,Barumsätze Erhalten
MsgDataStorageReportGC,GC
MsgDataStorageReportsServiceFees,SERVICE-GEBÜHR
MsgDataStorageReportsTaxServiceFees,Steuerpflichtige Service-Gebühren
MsgDataStorageReportsUntaxServiceFees,Nicht-steuerpflichtige Service-Gebühren
MsgDataStorageReportsTotalServiceFees,Service-Gebühren Insgesamt
MsgDataStorageReportsGrossSales,BRUTTO UMSATZ
MsgDataStorageConnectionErroFailedToOpenDatabase,Fehler beim Öffnen der Datenbank mit Meldung '%s'.
MsgDataStorageConnectionErroFailedToCloseDatabase,Fehler: Schließen der Datenbank fehlgeschlagen mit Meldung '%s'.
MsgDataStorageUnknownProvider,Unbekannt
MsgDatabaseSendFailure,Nicht in der Lage Database zum Server  zu schicken.
MsgDatabaseUpdateFailed,POS can't update local database. Please downgrade to %@ version
MsgStrangeBuildNumber,Warnhinweis: Ihre Build-Nummer ist nicht Produktionsebene.
MsgDatabaseSending,Sendet Datenbank An Server
MsgDatabaseSendingBackup,Datenbank-Backup senden
MsgDatabaseUpgradingDatabase,Datenbank aktualisieren
MsgDatabaseCopying,Erstellen einer Kopie der Datenbank
MsgDatabaseSendSuccess,Datenbank erfolgreich hochgeladen. Benachrichtigung wurde an support@revelsystems.com gesendet.
MsgDatabaseBusy,Datenbank ist ausgelastet. Versuchen Sie es später erneut.
MsgEmployeeSalesReport,Mitarbeiter Umsatzbericht
MsgEmployeeSalesReportDateStart,Startdatum
MsgEmployeeSalesReportDateEnd,Enddatum
MsgEmployeeSalesReportEmployee,Mitarbeiter
MsgEmployeeSalesReportOpenOrders,Offene Bestellungen
MsgEmployeeSalesReportProductData,Produktdaten
MsgEmployeeSalesReportProductDataByClass,Produktdaten
MsgEmployeeSalesReportProductDataByCategory,Produktkategorien
MsgEmployeeSalesReportProductDataBySubcategory,Wählen Sie eine Unterkategorie aus
MsgEmployeeSalesReportCashTransactions,Bargeld-Transaktionen
MsgEmployeeSalesReportCreditTransactions,Kredittransaktionen
MsgEmployeeSalesReportOtherTransactions,Andere Transaktionen
MsgEmployeeSalesReportLocalData,Lokale Daten
MsgEmployeeSalesReportHourlySales,Stündliche Umsätze
MsgEmployeeSalesReportLabor,Arbeit
MsgEmployeeSalesReportTooLongOperation,Das Abrufen des Backend-Berichts dauert zu lange. Lokale Daten anzeigen?
MsgEmployeeSalesReportFailedOperation,Fehler beim Abrufen des Backend-Berichts. Lokale Daten anzeigen?
BtnEmployeeSalesReportGetReport,Bericht Abrufen
BtnEmployeeSalesReportShowLocal,Lokal Anzeigen
MsgSplitBillNewBillAddConfirm,Erstellen einer neuen Rechnung wird die Werte der vorherigen Rechnungen verändern.
MsgSplitBillCheckTitle,Rechnung #%@ - %d
MsgSplitBillCheckNew,Rechnung #%@ - %d [NEU]
MsgSplitBillAllItemsAreAddedAlready,Alle Artikel wurden bereits hinzugefügt.
MsgSplitBillSelectProducts,Wählen Sie Produkte
MsgSplitBillAdjustBillsTitle,Rechnungen Anpassen
MsgSplitBillAdjustAmountDue,Anpassung war Notwendig
MsgSplitBillAdjustTotal,Summe
MsgSplitBillAdjustAdjust,Anpassung\nBetrag
MsgSplitBillAdjustBill,Rechnung
MsgSplitBillApplyOrderDiscount,Dieser Auftrag hat einen Rabatt von %@. Auf welche Rechnung möchten Sie den Rabatt anwenden?
MsgSplitBillOrderNumberReceipt,Bestellnummer – Quittung
MsgSplitBillName,Name
MsgSplitBillQty,Menge
MsgSplitBillEach,Jeweils
MsgSplitBillTotal,Summe
MsgSplitBillDiscounts,Rabatte:
MsgSplitBillTotalDiscounts,Rabatte insgesamt:
MsgSplitBillSubTotal,Teilsaldo:
MsgSplitBillSurcharge,Zuschlag:
MsgSplitBillTax,Steuer:
MsgSplitBillTOTAL,SUMME
MsgSplitBillBalanceDue,Offener Betrag:
MsgSplitBillAddItems,Artikel Hinzufügen
MsgSplitBillPrintCheck,Beleg Drucken
MsgSplitBillPayCheck,Rechnung Bezahlen
MsgSplitBillTipGrat,Trinkgeld/Gratifikation
MsgSplitBillDiscount,Rabatt
MsgProductSelectComboOptions,Wählen Sie Combo-Optionen
MsgProductNameSelectoptions,%@: Optionen auswählen
MsgProductChooseSlot,%@ (Auswählen %@)
MsgWouldYouLikeToMakeItACombo,Möchten Sie ein Combo erstellen?
MsgNonComboPrice,Non-combo Preis %@
MsgComboIncludes,Combo beinhaltet %@
BtnAddMods,Modifikatoren hinzufügen
BtnMods,Mods
BtnSkipComboOptions,Combo-Optionen überspringen
MsgUpsellWithSlotAndPrice,mit %@
MsgUpsellProductNameChooseOptions,%@: Wählen Sie %@ Möglichkeiten
MsgUpsellDfltNameViewAll,Alle zeigen
MsgUpsellDfltNameNoMeal,Keine Mahlzeit
MsgUpsellDfltNameSmall,Klein
MsgUpsellDfltNameMedium,Mittel
MsgUpsellDfltNameLarge,Groß
MsgUpsellDfltNameXtraLarge,Xtra Groß
MsgUpsellDfltNameSuper,Super
MsgUpsellCreatingUpsellProduct,Upsell-Produkt erstellen
MsgUpsellTapHoldDragTipText,"Berühren, halten, ziehen und loslassen um die Menge auszuwählen. "
MsgSplitBillSeatExistingPaymentsWillBeRefunded,Bestehende Zahlungen werden zurückerstattet. Bist du dir sicher?
MsgSplitBillPrintAllChecks,Alle Belege Drucken
MsgSplitBillClearSplitBills,Geteilte Rechnungen Begleichen
MsgSplitBillOrderScreen,Bestellungsbildschirm
MsgSplitBillRefundPayments,Zahlungen Erstatten
MsgSplitBillNewCheck,Neue Rechnung hinzufügen
MsgSplitBillPAID,BEZAHLT
MsgSplitBillCanNotAddItemToPaidBill,Artikel können nicht einer bezahlten Rechnung hinzugefügt werden. Bitte verwenden Sie eine andere Rechnung.
MsgSplitBillSplitBill,Rechnung Aufteilen
MsgSplitBillEnterNumberOfPersons,Geben Sie Anzahl der Personen ein
MsgPaymentProcessorsProcessingPleaseWait,"Bearbeitung, bitte warten..."
BtnGiftCardLinked,Verknüpfte Karte
BtnGiftCardLink,Geschenkkarte Verknüpfen
BtnGiftCardProcessorsReSwipeCard,Erneut durchziehen
BtnGiftCardProcessorsSwipeCard,Karte Durchziehen
MsgGiftCardSelectLinked,Wählen Sie eine Verknüpfte Geschenkkarte
MsgGiftCardProcessorsSynergyError,Synergie-Fehler
MsgGiftCardProcessorsCardNumberEmpty,Die Kartennummer ist leer! Bitte versuchen Sie es erneut!
MsgGiftCardProcessorsZerroAmount,"Eurobetrag muss über 0,0€ sein!"
MsgGiftCardProcessorsEnterAmount,Betrag Eingeben
MsgGiftCardProcessorsCardSuccAct,Karte erfolgreich aktiviert.\nGuthaben: %.2f
MsgGiftCardProcessorsCardUpdatedSucc,Karte erfolgreich aktualisiert.
MsgGiftCardProcessorsInsufficientFunds,Unzureichendes Guthaben auf der Karte.\nGuthaben: %.2f
MsgGiftCardProcessorsFailedToUpdate,Fehler beim Aktualisieren der Karte.
MsgGiftCardProcessorsFailedToActivate,Fehler beim Aktivieren der Karte.
MsgGiftCardProcessorsFailedToFetch,Fehler beim Abrufen der Karteninformation.
MsgGiftCardProcessorsValutecError,Valutec Fehler
MsgGiftCardProcessorsFailedToCreate,Fehler beim Erstellen der Karte.
MsgGiftCardProcessorsCardCreatedSucc,Karte %@ erfolgreich erstellt.\nGuthaben: %.2f
MsgGiftCardProcessorsCardIsActive,Karte ist bereits aktiv.
MsgGiftCardProcessorsCardIsNotActive,Karte wurde noch nicht aktiviert.
MsgGiftCardProcessorsRefundOfGiftPayment,Erstattung von Geschenkzahlungen unter %@ ist nicht zulässig.
MsgGiftCardProcessorsGivexTransFailed,Givex Transaktion Fehlgeschlagen!\n%@
MsgGiftCardProcessorsCardCreatedSucc2,Karte %@ erfolgreich erstellt.
MsgGiftCardProcessorsCardSuccAct2,Karte erfolgreich aktiviert.
MsgGiftCardProcessorsCardValueAdded,Kartenwert hinzugefügt.
MsgGiftCardProcessorsFailedToUpdateCard,Fehler beim Aktualisieren der Karte #%@.\n%@
MsgGiftCardProcessorsCustomerIsLinkedSucc,Kunde erfolgreich verknüpft.
MsgGiftCardProcessorsFailedToLinkCust,Fehler beim Verknüpfen des Kunden.
MsgGiftCardProcessorsFailedToLinkCheckLog,Fehler beim Verknüpfen des Kunden.
MsgGiftCardProcessorsFailedToSyncCustomer,Synchronisieren der Karteninformation fehlgeschlagen. Erneuter Versuch wird automatisch durchgeführt.
MsgGiftCardProcessorsSwipeGiftCard,Geschenkkarte Durchziehen
MsgGiftCardProcessorsWaitingForCardSwipe,Warten auf den Kartenleser
MsgGiftCardProcessorsCardNrMustBeGreateThanZero,Länge der Kartennummer muss höher als 0 sein.
MsgGiftCardProcessorsLocation,Standort
MsgGiftCardProcessorsBadSwipe,Kartenlesefehler. Bitte erneut Versuchen.
MsgGiftCardProcessorsWaitingForSwipe,Bitte Karte Einlesen
MsgGiftCardProcessorsAddGiftCardSupport,Geschenkkarten-Unterstützung hinzufügen?
MsgGiftCardProductName,Geschenk %.2f
MsgGiftCardProcessorsCardNotFound,Die Kartennummer konnte nicht gefunden werden. Bitte versuchen Sie es erneut
MsgGiftCardsManage,Geschenkkarten Verwalten
MsgGiftCardsCustomerHasNoCards,%@ verfügt über keine verknüpften Geschenkkarten.
MsgGiftCardPromptToLinkCardToCustomer,Möchten Sie eine Geschenkkarte #%@ dem Kunden %@ hinzufügen?
MsgPaymentGiftCardAuthorization,Autorisierung der Geschenkkarte
MsgCardReadersError,Fehler %i: %@
MsgCardReadersPortableError,Tragbarer Fehler
MsgCardReadersPleaseConfigProperSwipe,Bitte konfigurieren Sie den richtigen Kartenleser für diese Station.
MsgCardReadersCardSwipeNoData,Kartenlesefehler
MsgCardReadersFailedToReadCardNumber,Lesen der Kartennummer fehlgeschlagen
BtnRewardCardsLinkCustomer,Kunden Verknüpfen
BtnRewardCardsLinkOtherCustomer,Anderen Kunden Verknüpfen
BtnRewardCardsLinkCurrentCustomer,Derzeitigen Kunden Verknüpfen
BtnRewardCardsCustomerInfo,Kundeninfo
BtnRewardCardsLink,Prämien Verknüpfen
BtnRewardCardsAddPoints,Punkte Hinzufügen
MsgRewardCardsCardNrLengthNoOption,Länge der Kartennummer muss %d oder %d sein.
MsgRewardCardsCardNrLength,Länge der Kartennummer muss %d oder %d sein.
MsgRewardCardsSwipeRewardCard,Prämienkarte Durchziehen
MsgRewardCardsSwipeOrScanRewardCard,Prämienkarte Scannen oder Durchziehen
MsgRewardCardsAddRewardsSwipeOrScan,"Prämien hinzufügen? Bitte, Karte durchziehen."
MsgRewardCardsAddPointsSwipeOrScan,"Punkte hinzufügen? Bitte, Karte durchziehen."
MsgRewardCardsNoPoints,Dieser Auftrag hat keine Punkte.
MsgRewardCardsFailedAddPoints,Hinzufügen der Punkte fehlgeschlagen.
MsgRewardCardsFailedAdjustPointsIncorrectValue,Fehler beim Anpassen der Punkte. \nEingegebener Wert ist falsch.
MsgRewardCardsFailedAdjustPointsBigValue,Fehler beim Anpassen der Punkte. \nEingegebener Wert ist höher als %d.
MsgRewardCardsFailedAdjustPointsSmallValue,Fehler beim Anpassen der Punkte. \nEingegebener Wert ist niedriger als %d.
MsgRewardCardsActionFailed,Aktion fehlgeschlagen. Versuchen Sie es erneut.
MsgRewardCardsActionSucc,Aktion erfolgreich.
MsgRewardCardsRewardSuccessfullyVoided,Prämientransaktion wurde erfolgreich geleert.\n\nBitte reaktivieren Sie die Prämie
MsgRewardCardsAddPointsSuccessfullyVoided,Hinzufügen von Punkten Transaktion wurde erfolgreich geleert.\n\nBitte reaktivieren Sie die Prämie
MsgRewardCardsRedeemRewardSuccessfullyVoided,Abrufen der Prämientransaktion wurde erfolgreich geleert.\n\nBitte reaktivieren Sie die Prämie
MsgRewardCardsRedemptionCancellationFailed,Abbruch der Einlösung fehlgeschlagen
MsgRewardCardsPointsAddedSucc,Punkte wurden der Karte erfolgreich hinzugefügt.
MsgRewardCardsFailedToRedeemPoints,Einlösen von Punkten fehlgeschlagen
MsgRewardCardsInsuffFunds,Unzureichendes Guthaben auf der Belohungskarte.\nGuthaben: %.2f
MsgRewardCardsRewardCardInfo,Info zur Prämienkarte
MsgRewardCardsPointsAdded,Punkte Hinzugefügt: %@
MsgRewardCardsRewardsRedeemed,Prämien Eingelöst: %@
MsgRewardCardsPoints,Punkte
MsgRewardCardsCash,Bargeld
MsgRewardCardsNoProductsRedeem,Keine geeigneten Produkte für die Einlösung.
MsgRewardCardsForRedemptionMessage,Zum Einlösen
MsgRewardCardsGetAmountRedeem,Sie müssen %d Punkte erwerben um diese einzulösen. Aktuelles Guthaben ist %d.
MsgRewardCardsGetPurchasesAmountRedeem,Sie müssen einen Einkaufswert von %@ tätigen um Prämienpunkte abzurechnen.\nAktueller Punktestand ist %@.
MsgRewardCardsGetVisitsAmountRedeem,Sie müssen eine Anzahl von %i Besuchen tätigen um Prämienpunkte abzurechnen.\nDas aktuelle Guthaben ist %i.
MsgRewardCardsPointsBalance,Punkteguthaben
MsgRewardCardsRewardsBalance,Prämienguthaben
MsgRewardCongratulations,Glückwünsche
MsgRewardCardsRewardsRedeemedWithBalance,Prämien eingelöst! %@
MsgRewardCardsCongratulationsRewardPoints,"Herzlichen Glückwunsch, Sie haben %d Prämienpunkte"
MsgRewardCardsCongratulationsRewardVisits,"Herzlichen Glückwunsch, Sie haben %d Prämienpunkte für Besuche."
MsgRewardCardsCongratulationsRewardPurchases,"Herzlichen Glückwunsch, Sie haben %@ Prämienpunkte für Einkäufe"
MsgRewardCardsCongratulationsPoints,"Herzlichen Glückwunsch, Sie haben %@ Prämienpunkte"
MsgRewardCardsCongratulationsCustomerRewardPoints,"Herzlichen Glückwunsch %@, Sie haben %d Prämienpunkte."
MsgRewardCardsCongratulationsCustomerRewardVisits,"Herzlichen Glückwunsch %@, Sie haben %d Prämienpunkte für Besuche."
MsgRewardCardsCongratulationsCustomerRewardPurchases,"Herzlichen Glückwunsch %@, Sie haben %@ Prämienpunkte für Einkäufe."
MsgRewardCardsCongratulationsCustomerPoints,"Herzlichen Glückwunsch %@, Sie haben %@ Prämienpunkte."
MsgRewardCardsRewardPointsUpdated,Punkte wurden aktualisiert. Sie haben %d Prämienpunkte.
MsgRewardCardsRewardVisitsUpdated,Punkte wurden aktualisiert. Sie haben %d Prämienpunkte.
MsgRewardCardsRewardPurchasesUpdated,"Herzlichen Glückwunsch %@, Sie haben %@ Prämienpunkte für Einkäufe."
MsgRewardCardsAddedRewardPoints,Prämienpunkte Hinzugefügt: %d
MsgRewardCardsCurrentRewardPoints,Derzeitige Prämienpunkte: %d
MsgRewardCardsCardNrIsNotInDb,Die Kartennummer konnte nicht gefunden werden. Bitte versuchen Sie es erneut.
MsgRewardCardsCardExists,Karte ist bereits vorhanden.
MsgRewardCardsAddPoints,Hinzufügen von %@ Punkt(en)
MsgRewardCardsRedeemReward,Prämie Einlösen
MsgRewardCardsVoidingRewardTransaction,Prämientransaktion leeren...
MsgRewardCardsOrderHasAttachedLoyaltyData,Die Bestellung hat angefügte Treuedaten. Möchten Sie die Treuetransaktion leeren?
MsgRewardCardsOrderHasAttachedLoyaltyDataNotSupported,Die Bestellung hat loyalty Daten  zugefügt. Die Leere der loyalty Transaktion wird für diese Bestellung nicht unterstützt.
MsgDiscountReward,Prämie
MsgDiscountRewardLowerCase,Prämie
MsgRegisteringLoyalty,Registrierung des Treueprogramms
MsgLoyaltyYouHaveGiftProductsRedeemPoints,Sie haben Geschenkartikel. Punkte Einlösen
MsgCustomerEditAddressButton,Anschrift bearbeiten
MsgCustomerCompanyNameLabel,Firmenname:
MsgCustomerAddressNameLabel,Name der Anschrift:
MsgCustomerCompleteRequiredFields,Bitte füllen Sie das/die fehlende(n) Feld(er) aus:
MsgCustomerHasEnoughPoints,%@ hat genügend Punkte für eine Prämie. Jetzt einlösen?
MsgCustomerHasEnoughRewards,%@ hat genügend Prämien. Jetzt einlösen?
MsgRewardCardsPromptToLinkCustomerTitle,Kunden Verknüpfen
MsgRewardCardsPromptToLinkCustomer,Karte %@ gehört zu %@. Möchten Sie %@ der Bestellung hinzufügen?
MsgRewardCardsPromptToLinkCustomerForExistingCard,Was möchten Sie mit der Bestellung tun?
MsgRewardCardPoints,%d Punkte
MsgRewardCardTotalPoints,%@ Punkte
MsgRewardCardAddPoints,Punkte Hinzufügen
MsgRewardCardPromptToAddPoints,Möchten Sie Punkte zur Prämienkarte von %@ hinzufügen?
MsgRewardCardNumberPromptToAddPoints,Möchten Sie Produktpunkte zur Prämienkarte #%@ hinzufügen?
MsgRewardCardsManage,Verwalten von Prämien
MsgRewardsCard,Prämienkarte
MsgRewardsCardNew,Neue Prämienkarte
MsgRewardsCardNotUsedCreateNew,Diese Prämienkarte wurde noch nicht verwendet. Möchten Sie eine neue erstellen?
MsgRewardsCardNotUsedCreateNewForCustomer,Diese Prämienkarte wurde noch nicht verwendet. Möchten Sie eine neue erstellen die mit %@ zugewiesen ist?
MsgRewardChooseRewardAccount,Wählen Sie ein Prämienkonto
MsgRewardCardsCustomerHasNoCards,%@ verfügt über keine verknüpften Prämien.
MsgRewardCardIncorrectNumber,Die Kartennummer konnte nicht gefunden werden. Bitte versuchen Sie es erneut.
MsgRewardCardNumberNotFound,%@ kann nicht gefunden werden. Bitte versuchen Sie es erneut.
MsgRewardCardGeneratingNumber,Lesen der Kartennummer fehlgeschlagen
MsgRewardCardDiscountVisitsTitle,Besuchstreueprämien
MsgRewardCardDiscountPurchasesTitle,Einkaufstreueprämien
MsgRewardCardDiscountTitleSales,Prämie für Verkäufe
MsgRewardCardDiscountTitleVisits,Prämie für Besuche
MsgRewardCardDiscountTitleSalesVisits,Prämie für Verkäufe und Besuche
MsgRewardCardsNameOnCard,Name auf der Karte: %@
BtnRewardForSales,Prämie für Verkäufe
BtnRewardForVisits,Prämie für Besuche
BtnRewardCreateLinked,Ok und Kunden zuweisen
MsgPurchaseRewardsEarned,Einkaufsprämien hinzugefügt: %@
MsgVisitsRewardsEarned,Besuchsprämien hinzugefügt: %@
MsgCurrentPurchaseRewards,Einkaufsprämienstand: %@
MsgCurrentVisitsRewards,Besuchsprämienstand: %@
MsgRewardPointsEarned,Treueprämien hinzugefügt: %@
MsgCurrentRewardPoints,Prämienpunktestand: %@
MsgVisits,Besuche
MsgPurchases,Einkäufe
MsgPurchase,Einkauf
MsgVisit,Besuch
MsgRewardCardsItemPoints,Artikelprämienwert: %i
MsgRewardCardsSalesPoints,Gesamte Einkaufsprämien: %.2f
MsgRewardCardsVisitsPoints,Gesamte Besuchsprämien: %i
MsgRewardCardsRewardPoints,Gesamte Prämienpunkte: %.2f
MsgRewardsPointsToNextReward,Sie brauchen nur %.2f mehr %@ Punkte um Ihre nächste Prämie zu erreichen
MsgRewardsWaitingForRedemption,Sie haben %@ Punkte die auf Einlösung warten
MsgRewardsDontForgetToRedeem,"Vergessen Sie nicht, Ihre Prämien für Rabatte einzulösen"
MsgRewardsAvailable,Verfügbare Prämien
MsgPurchaseRewards,Einkaufsprämien
MsgPointRewards,Prämienpunkte
MsgItemRewards,Artikelprämien
MsgVisitRewards,Besuchsprämien
MsgPurchasePoints,Prämienpunkte für Einkäufen
MsgRewardPoints,Prämienpunkte
MsgItemPoints,Prämienpunkte für Artikel
MsgVisitPoints,Prämienpunkte für Besuche
MsgNoRewardsAvailable,Keine Prämien verfügbar
MsgLoyaltyTiers,Treueprogrammniveaus
MsgLoyalty,Treueprogramm
MsgRewardDiscountsHaveConflicts,Ausgewählte Rabatte sind im Konflikt mit angewendeten Rabatten. Trotzdem fortfahren?
MsgRewardEnterPointsToRedeem,Geben Sie Punkte zum Einlösen ein
MsgRewardCardsPointsRedeemed,Punkte eingelöst
MsgRewardCardsInitiateRedemptionTransactionToPayWithPoints,Bitte starten Sie die Punkteeinlösung um mit Treuepunkten zu bezahlen
MsgReceiptTexts,Quittungstexte
MsgRewardCardsTIDIsNotSet,Aktion fehlgeschlagen.\nPinPad oder POS-Station TID ist nicht in der Managment Konsole eingestellt.
MsgLoyaltyNoLoyaltyOffersFoundForAvailableLoyaltyBalance,Keine Angebote für verfügbaren Treueprogrammstand gefunden
MsgRewardFetchingAwardingInformation,Abrufen von Informationen zum Inventar
BtnUpdateLinkedCard,Aktualisieren der Verknüpften Karte
MsgGenPaymentType,Zahlungsart
MsgGenPaymentCCNum,CC Num
MsgGenPaymentEnterTipAmounts,Trinkgeldbeträge eingeben
MsgGenPaymentTipAmount,Trinkgeldbetrag
MsgGenPaymentCurrentTip,Derzeitiges Trinkgeld
MsgGenPaymentTipTransactionCountSingular,Kredittransaktionen
MsgGenPaymentAddTip,Trinkgeld Hinzufügen
MsgGenPaymentAddTip:,Trinkgeld Hinzufügen:
MsgGenPaymentDeposit,Einzahlung
MsgGenPaymentGift,Geschenk
MsgGenPaymentCash,Bargeld
MsgGenPaymentAddTipsForOfflineP,Hinzufügen von Trinkgeldern an eine Offline-Zahlung ist nicht zulässig. \nBitte versuchen Sie später
MsgGenPaymentAddTipsForCapturedP,Hinzufügen von Trinkgeldern zu einer erfassten Zahlung ist nicht zulässig.
MsgGenPaymentQuestPayment,Quest Zahlung
MsgGenPaymentPerfPayOnPinPad,Bitte führen Sie eine manuelle Zahlung auf dem PinPad aus.
MsgGenPaymentContactingMercuryPay,Kontaktieren Sie MercuryPay
MsgGenPaymentUnknownPOSStationType,Unbekannter POS STATION Typ!
MsgGenPaymentOffline,Offline
MsgGenPaymentCreditCardOfflineTransactionsMode,"Kreditkarten-Transaktionen wurden in den Offline-Modus geschaltet. Transaktionen werden verarbeitet, wenn das System wieder online ist"
MsgGenPaymentProcessorCannotBeReachedOfflinePaymentsAreDisabled,Zahlungsprozessor nicht erreichbar. Offline-Zahlungen sind deaktiviert. \nBitte kontaktieren Sie Ihren Manager.
MsgGenPaymentRequestedAmountIsMoreThanAllowedOThreshold,Sie sind im Offline-Modus. Die erbetene Gebühr Zahlung beträgt mehr als den Schwellenwert von %@.\nBitte geben Sie einen Admin-PIN ein
MsgGenPaymentOfflinePaymentsTotalIsMoreThanAllowedOThreshold,Sie sind im Offline-Modus. Offline Gebühren haben den gesamten Schwellenwert von %@ überschritten.\nBitte geben Sie einen Admin-PIN ein
MsgGenPaymentOfflineYouCanRetryProcessingOrAcceptThePayment,Das System ist Offline. Sie können versuchen den Anbieter wieder zu kontaktieren oder die Zahlung Offline akzeptieren und später verarbeiten.
MsgGenPaymentOfflinePaymentsHaveBeenSuspendedAsTheMaximumValueOfDeclinedPaymentsHasBeenReached,"Offline-Zahlungen sind aufgehoben worden, weil die Anzahl der abgelehnten Zahlungen den maximalen Wert erreicht hat. Bitte gehen Sie in Manager / Abgelehnte Zahlungen und bearbeiten Sie einige abgelehnte Zahlungen um Offline-Zahlungen wieder zu ermöglichen."
