LocaleIdentifier,TH
MsgOnboardingAddress1,ที่อยู่
MsgOnboardingAddress2,ที่อยู่
MsgOnboardingProvince,จังหวัด
MsgOnboardingTaxName,ชื่อผู้โทร
MsgOnboardingPointOfSale,ยอดคงเหลือคะแนน
MsgOnboardingIsRequired,*จำเป็นต้องกรอกทุกช่อง
MsgOnboardingPaymentType,การชำระเงิน
MsgOnboardingPrintReceipt,ใบเสร็จเงินที่รับเข้า
MsgOnboardingPaymentProcessors,การดำเนินการการชำระเงิน
MsgOnboardingSelectYourProcessor,เลือกผลิตภัณฑ์
MsgOnboardingReturns,คืนค่า
MsgOnboardingHowWouldYoLikeToHandleReturns,คุณต้องการชำระเงินโดยวิธีใด?
MsgOnboardingDebitCard,บัตรเครดิต
MsgOnboardingCreditPlus,เครดิต +
MsgOnboardingAllowReturnsWithoutReceipt,คุณต้องการพิมพ์ใบเสร็จหรือไม่?
MsgOnboardingLimitReceiptlessReturnsTo,คืนค่าที่ไม่มีใบเสร็จ
MsgOnboardingReceiptlessReturnTender,คืนค่าที่ไม่มีใบเสร็จ
MsgOnboardingCashCredit,บันทึกเงินสดและเครดิต
MsgOnboardingWouldYouLikeSetUpProducts,คุณต้องการสร้างผลิตภัณฑ์ใหม่ที่มีบาร์โค้ดที่ไม่ตรงกันหรือไม่?
MsgOnboardingEnableOfflineCreditCardPayments,ปิดการใช้งานบัตรเครดิตแบบออฟไลน์
MsgOnboardingMaximumAmountForSingleOfflinePayment,จำนวนเงินสูงสุดสำหรับการชำระเงินแบบออฟไลน์
MsgOnboardingMaximumAmountForUnprocessedOfflinePayments,ยอดรวมสูงสุดสำหรับการชำระเงินแบบออฟไลน์ที่ไม่ได้ดำเนินการ
MsgOnboardingMaximumAmountForUnprocessedDeclinedPayments,ยอดรวมสูงสุดสำหรับการชำระเงินที่ถูกปฏิเสธที่ไม่ได้ดำเนินการ
MsgOnboardingHowWouldYouLikeEmployeesLogInOut,คุณต้องการรับใบแจ้งหนี้ด้วยวิธีใด?
MsgOnboardingCloseHeldReceiptsAt,ปิดคำสั่งซื้อที่ถูกระงับไว้
MsgOnboardingClockingIn,การลงเวลาเข้างาน
MsgOnboardingHowWouldYouLikeEmployeesToClockIn,คุณต้องการรับใบแจ้งหนี้ด้วยวิธีใด?
MsgOnboardingEmployeesMustClockInToAccessiPad,พนักงานไม่ได้ลงเวลาเข้างาน หรือการลงเวลาเข้างานไม่ได้รับการยืนยัน
MsgOnboardingRequirePhotoToClockIn,ยังไม่ได้ลงเวลาเข้างาน
BtnOnboardingSetUpProducts,ผลิตภัณฑ์
MsgOnboardingEmployeeList,พนักงาน
MsgOnboardingPINAlreadyExists,บัตรมีอยู่แล้ว
MsgOnboardingPINValidationFailed,อัปเดต PI ล้มเหลว
MsgOnboardingValidating,กำลังรอ
MsgOnboardingSetupInterviewFailedToLoad,เทมเพลตใบแจ้งหนี้ไม่ถูกต้อง\nโปรดติดต่อฝ่ายช่วยเหลือลูกค้า
MsgCustomerCompany,ชื่อบริษัท
MsgDocumentStorage,ข้อคิดเห็น
MsgDocumentPreview,หมายเลขการอนุญาต
MsgDocumentSearchPlaceholder,ป้อนแท็บ # หรือ ชื่อลูกค้า
MsgDocumentType,ข้อคิดเห็น
MsgDocumentNumber,ข้อคิดเห็น
MsgDocumentTaxID,ลูกค้าชำระเงิน
MsgDocumentTypeFiscalInvoiceCopy,ใบแจ้งหนี้
MsgDocumentTypeFiscalInvoiceDuplicate,ใบแจ้งหนี้
MsgDocumentSearchFailed,%d ล้มเหลวในการเก็บข้อมูล
MsgDocumentCheckInternetConnection,เกิดข้อผิดพลาดขึ้น โปรดตรวจสอบการเชื่อมต่ออินเทอร์เน็ตของคุณ!
MsgDocumentCopyPrinted,%d ล้มเหลวในการเก็บข้อมูล
MsgInvoice,ใบแจ้งหนี้
MsgInvoiceVehicleRegistrationNumber,การลงทะเบียนล้มเหลว
MsgInvoiceInvoiceItem,ใบแจ้งหนี้ #
MsgInvoiceReceiptItem,พิมพ์รายการใหม่อีกครั้ง
MsgInvoiceVRNPlaceholder,การลงทะเบียนล้มเหลว
MsgDocuments,ข้อคิดเห็น
MsgNonFiscalInvoiceCopy,ใบแจ้งหนี้
MsgNonFiscalInvoiceDuplicate,ใบแจ้งหนี้
MsgCustomerKioskProfileAvailableRewards,ไม่มีรางวัลอยู่
MsgCustomerKioskProfileGiftCardsTableTitle,บัตรของขวัญ
MsgCustomerKioskProfileGiftCardsTableBalance,ยอดที่เหลือ
MsgFDAHotelName,ป้อนชื่อ
MsgFDAReservationNumber,การจอง
MsgFDAReferenceNumber,แก้ไขลูกค้า
MsgFDAStatus,สถานะ
MsgFDAStatusCheckedin,ลงเวลาเข้างาน
MsgFDAStatusCheckedout,ลงเวลาออกงาน
MsgFDAStatusWaiting,กำลังรอ
MsgFiscalPeriods,รายงานการเงิน
MsgPhysicalInventoryJoin,จัดการสินค้าคงเหลือ
MsgPhysicalInventoryFetchingData,การนำเข้าข้อมูลสินค้าคงเหลือ
MsgPhysicalInventoryFailedToFetch,การนำเข้ารายงานล้มเหลว โปรดตรวจสอบการเชื่อมต่ออินเทอร์เน็ตของคุณ และลองอีกครั้งภายหลัง
MsgPhysicalInventoryNoActiveInventory,สินค้าคงเหลือที่แท้จริง (%@)
MsgPhysicalInventoryCounting,ดำเนินการต่อ
MsgPhysicalInventoryRecount,ส่วนลด
MsgPhysicalInventoryAction,การดำเนินการ
MsgPhysicalInventorySecondCount,จำนวนที่นั่ง
MsgPhysicalInventoryInitialCount,คูปองไม่ถูกต้อง
MsgPhysicalInventoryScanning,สแกน
MsgPhysicalInventoryReadyForScan,พร้อมที่จะไปยัง
MsgPhysicalInventoryNotCounted,ไม่ได้เชื่อมต่อ
MsgPhysicalInventoryCount,ประเทศ
MsgPhysicalInventoryEditQuantity,ป้อนจำนวน
MsgPhysicalInventoryTypeOrScanBarcode,ชื่อ หรือบาร์โค้ด
MsgPhysicalInventorySerialNumberNeeded,หมายเลขลำดับ
MsgPhysicalInventoryMultipleMatchesFound,พบลูกค้าที่ตรงกันหลายราย
MsgPhysicalInventoryMultipleUnitsFound,พบลูกค้าที่ตรงกันหลายราย
MsgPhysicalInventoryPleaseSelectAUnit,โปรดเลือกรายการเพื่อแลกเปลี่ยน
MsgPhysicalInventoryWaitingForScan,กำลังรอ
MsgPhysicalInventorySectionLocked,คำสั่งซื้อถูกแก้ไขโดย %@ บนเครื่องบริการ %@
MsgPhysicalInventoryRecountConfirm,คุณต้องการใบเสร็จหรือไม่?
MsgPhysicalInventoryScanned,เครื่องสแกน
MsgPhysicalInventoryUnknownProducts,ผลิตภัณฑ์ใหม่
MsgPhysicalInventoryQuantityUpdated,สินค้าคงเหลือถูกอัปเดตแล้ว
MsgPhysicalInventoryPleaseSelectUnit,โปรดเลือกรายการเพื่อแลกเปลี่ยน
MsgSettingDeviceID,อุปกรณ์
MsgSettingsRedirectTo,กำลังเปลี่ยนเส้นทางไปยัง
MsgSettingsFontSize,ตั้งค่าขนาดตัวอักษร
MsgSettingsFiscalPrintOptions,ตัวเลือกการพิมพ์ลาเบล
MsgSettingsPrintReports,พิมพ์รายงาน
MsgSettingsShowReports,รายงาน Z
MsgSettingsSecondary,ครึ่งหลัง
MsgSettingsCardSwipe,บัตรรูด
MsgSettingsScale,สเกล
MsgSettingsCoinDispenser,เครื่องจ่ายเหรียญ
MsgSettingsRFIDReader,เครื่องอ่าน RFID
MsgSettingsDefaultMenu,ค่าเริ่มต้น
MsgSetttingsRequireEmployeesToClockIn,พนักงานไม่ได้ลงเวลาเข้างาน หรือการลงเวลาเข้างานไม่ได้รับการยืนยัน
MsgSettingsManagersCanAlwaysLogin,เจ้าของและผู้จัดการสามารถเข้าสู่ระบบได้ตลอดเวลา และจะไม่ถูกแสดงรายชื่อที่นี่\nผู้ปรุงอาหารไม่สามารถเข้าสู่ระบบและจะไม่ถูกแสดงรายชื่อที่นี่\nสนับสนุนการล็อกหลายผู้ใช้
MsgSettingsNetworkKey,เครือข่าย SSID:
MsgSettingsiOSVersion,รุ่น
MsgSettingsAppVersion,รุ่น
MsgSettingsNetworkSSID,เครือข่าย SSID:
MsgReturnToCard,จำนวนเงินที่มอบให้
MsgMessageChargeBackEmptyError,โปรดป้อนจำนวนเงินที่ถูกต้อง
MsgRevUserTutorialCompleteText,ยินดีด้วย คุณมี %@ คะแนนรางวัล
MsgRevUserTutorialStepEditAProductTitle,เลือกผลิตภัณฑ์
MsgRevUserTutorialStepSwipeToCloseTitle,รูดบัตรของขวัญ
MsgRevUserTutorialStepEnterAmountTenderedTitle,จำนวนเงินที่มอบให้
MsgRevUserTutorialStepSelectCashTitle,เลือกเช็ค
MsgRevUserTutorialStepCompleteTransactionTitle,ธุรกรรมเครดิต
MsgRevUserTutorialStepCredtCardTransactionTitle,ธุรกรรมเครดิต
MsgRevUserTutorialStepSelectCreditTitle,ที่เลือกไว้
