LocaleIdentifier,QA
BtnModifiersFirstHalf,ЖFirst Half
BtnModifiersSecondHalf,ЖSecond Half
MsgModifierNA,ЖN/A
MsgQuickModifiers,ЖQuick Modifiers
MsgAddOnsPrice,ЖAdd-ons
MsgSpecialRequestSelect,ЖSelect Special Request
MsgSpecialRequestEnter,ЖEnter Special Request
MsgSpecialRequestTooLong,ЖSpecial Request cannot be longer than 280 symbols
MsgEnterVoidReason,ЖEnter Void Reason
MsgEnterReturnReason,ЖEnter Return Reason
MsgVoidReason,ЖVoid Reason
MsgReturnReason,ЖReturn Reason
MsgOther,ЖOther
MsgReason,ЖReason:
MsgVoidEnterReason,ЖEnter reason
MsgVoidSelectProductsToVoid,ЖSelect Products to Void
MsgVoidSelectProductsToComp,ЖSelect Products to Comp
MsgVoidSelectProductsTo,ЖSelect Products to
MsgVoidCheckNumber,ЖCheck #
MsgVoidGiftCardNumberForAmount,ЖWould you like to decrease card #%@ by %@?
MsgVoidGiftCardAndDecrease,ЖSelect Gift Cards to Decrease
BtnDecrease,ЖDecrease
OrderNotEditable,ЖOrder is open on another station.  Please close it there to modify it here.
OrderHasChanges,ЖOrder changed.  Please save before exiting.
PaymentsAreDisabled,ЖPayments are disabled.
Orders,ЖOrders
Order,ЖOrder
Invoice,ЖInvoice
InvoiceCancel,ЖCancel Invoice
OrderClose,ЖClose Order
OrderCancel,ЖCancel Order
MsgSplitItemTitle,ЖSelect Checks
MsgSplitItemAddBill,ЖAdd Check
MsgSplitItemNotAllowedPaid,ЖItem belongs to a paid bill. Splitting the item is not allowed.
MsgChangeSeatNotAllowedPaid,ЖItem belongs to a paid bill. Changing the seat is not allowed.
ActionExchangeSelectedItem,ЖExchange Selected Item
ActionExchangeSeveralItems,ЖExchange Several Items
ActionVoidSelectedItem,ЖVoid Selected Item
ActionVoidSeveralItems,ЖVoid Several Items
ActionReturnSelectedItem,ЖReturn Selected Item
ActionReturnSeveralItems,ЖReturn Several Items
ActionVoidReturnSeveralItems,ЖVoid/Return Several Items
ActionMoveSelectedItem,ЖMove Selected Item
ActionMoveSeveralItems,ЖMove Several Items
ActionChangeSeat,ЖChange Seat
ActionAddQuantity,ЖAdd Quantity
ActionDiscountItem,ЖDiscount Item(s)
ActionSplitItem,ЖSplit Item
ActionEditModifiers,ЖEdit Modifiers
ActionChangeDining,ЖChange Dining
ActionChangeCourse,ЖChange Course
ActionEditSpecialRequest,ЖSpecial Request
ActionFireNextCourse,ЖFire Course %d
ActionCopyItem,ЖCopy Selected Item
ActionCopyItems,ЖCopy Several Items
ActionLayawayItem,ЖLayaway Item
ActionLayawayItems,ЖLayaway Items
ActionReprintItem,ЖReprint Item
ActionReprintItems,ЖReprint Items
ActionManageCommission,ЖAllocate Commission
ActionReprintToKitchen,ЖSend to Kitchen
ActionServiceFee,ЖService Fee
ActionCompSelectedItem,Ж%@ Selected Item
ActionCompSeveralItems,Ж%@ Several Items
ActionReprintOrderItems,ЖReprint Item(s)
ActionSendSelectedItem,ЖSend Selected Item
ActionSendSeveralItems,ЖSend Several Items
ActionSendAllItems,ЖSend All Items
ActionSendCourse,ЖSend Course
ActionDiscountSelectedItem,ЖDiscount Selected Item
ActionDiscountSeveralItems,ЖDiscount Several Items
ActionSelectItemsTo,ЖSelect item(s) to %@
ActionOverridePrice,ЖOverride Price
ActionCopy,ЖCopy Item(s)
ActionVoid,ЖVoid Item(s)
ActionLayaway,ЖLayaway
ActionMove,ЖMove Item(s)
ActionExchange,ЖExchange Item(s)
ActionReturn,ЖReturn Item(s)
ActionVoidReturn,ЖVoid/Return Item(s)
ActionReturnToPump,ЖReturn To Pump
ActionComp,ЖComp
ActionComps,ЖComp Item(s)
ActionsForItem,ЖActions for [%@]
AdditionalActions,ЖAdditional Actions
ActionManageShipping,ЖManage Shipping
MsgComp,ЖComp
MsgActionScreenItemSentAt,ЖItem sent at
GiftCardCreate,ЖCreate Certificate
GiftCardManage,ЖManage Gift Card
GiftCardVoid,ЖVoid Gift Card
StoreCreditVoid,ЖVoid Store Credit
RewardCardCreate,ЖCreate Reward Card
RewardCardManage,ЖManage Reward Card
SplitEven,ЖSplit Evenly
SplitOdd,ЖSplit Manually
SplitSelect,ЖSplit By Item
SplitSeat,ЖSplit By Seat Number
PosStation,ЖStation
PosStations,ЖStations
PosStationMain,ЖMain
SetAsMain,ЖSet as Main
MsgWaitingForZapperPayment,ЖWaiting for payment...
MsgRegistrationInProcess,ЖRegistering...
MsgRegistrationFailed,ЖRegistration Failed
MsgRegistrationFailedWithReason,"ЖRegistration Failed\nReason - \""%@\"""
MsgRegistrationResync,ЖResync Application?
MsgRegistrationTokenRetrieveFail,ЖAuthentication Failed. Retry?
MsgRegistrationTokenRetrieveFailWithReason,"ЖAuthentication failed\nReason - \""%@\""\nRetry?"
MsgRegistrationConfirmSettings,ЖYour URL is: %@\n\nYour Establishment is: %@\n\nIs this correct?
MsgRegistrationTokenAuthenticationFailed,ЖAuthentication failed
MsgRefreshInProcess,ЖDownloading Configuration...
MsgRefreshDownloadingItemsWithOffsetAndPercents,Ж%@: %d items (%d%%)
MsgProductGroups,ЖProduct Groups
MsgCustomerGroups,ЖCustomer Groups
MsgShipRates,ЖShip Rates
MsgModifierClasses,ЖModifier Classes
MsgModifierDiscounts,ЖModifier Discounts
MsgProductCategories,ЖProduct Categories
MsgUpsellCombos,ЖUpsell Combos
MsgAttributes,ЖAttributes
MsgAttributeValues,ЖAttribute Values
MsgIngredients,ЖIngredients
MsgCallNames,ЖCall Names
MsgTaxes,ЖTaxes
MsgTaxTables,ЖTax Tables
MsgTableTags,ЖTable Tags
MsgProductClasses,ЖProduct Classes
MsgCustomMenus,ЖCustom Menus
MsgProductEntry,ЖPPL Entry
MsgDisabledInTrainingMode,ЖThis functionality is disabled in Training Mode.
MsgDisabledInTrainingModeAppleStore,ЖThis functionality is disabled.
MsgIdentityProtectionTitle,ЖIdentity Theft Protection
MsgIdentityProtectionVerify,ЖPlease Verify
MsgDateErrors,ЖWrong Dates
MsgDateRangeErrors,ЖThe reporting period is more than a week.
MsgOrdersReportWarningNoData,"ЖSome of your orders may be open or not synced to the server, so the Sales Summary report may be incomplete. Run anyway?"
MsgOrdersReportWarningUnsyncedOrders,"ЖSome of your orders have not synced to the server, so the Sales Summary report may be incomplete. Run anyway?"
MsgOrdersReportWarningOpenOrders,ЖYou have open orders:
MsgOrdersReportManagerWarningOpenUnsyncedOrders,"ЖThere are open orders, and some of the orders have not synced to the server, so the Sales Summary report may be incomplete. Run anyway?"
MsgOrdersReportManagerWarningOpenOrders,"ЖThere are open orders, so the Sales Summary report may be incomplete. Run anyway?"
MsgOrdersReportManagerWarningUnsyncedOrders,"ЖSome of the orders have not synced to the server, so the Sales Summary report may be incomplete. Run anyway?"
MsgOrdersReportManagerWarningNoData,"ЖSeveral orders may be opened or not synced to the server, so the Sales Summary report may be incomplete. Run anyway?"
MsgClockInToAccessError,ЖEmployee is not clocked in or clock in cannot be confirmed.
MsgClockInToAccessClockIn,ЖClock In
MsgClockInToAccessManagerOverride,ЖManager Override
MsgClockInToAccessOverride,ЖOverride
MsgClockInToAccessCancel,ЖCancel
MsgClockInToAccessLoginVerification,ЖVerifying Login...
MsgClockInDisableClockInCheck,ЖDisable Clockin Check
MsgClockInForHours,ЖFor How Many Hours
MsgBarTabCardReaderLostConnection,ЖCould not connect to the Card Swipe.\nTry to reconnect?
MsgBarTabCardReaderConnected,ЖReady to Swipe
MsgTwitterTweetSent,ЖTweet Sent!
MsgTwitterStr,ЖTwitter
MsgTwitterTouchComposeToTweet,ЖTouch Compose to Tweet!
BtnTwitterPickImage,ЖPick Image
BtnTwitterClearImage,ЖClear Image
BtnTwitterCompose,ЖTwitter
BtnTwitterDone,ЖDone
MsgDataStorageDbBackup,"ЖDatabase backup, version: %@"
MsgDataStorageDbPosStations,ЖDatabase is from POS Station: %@
MsgDataStoreUnableToFindPos2v,ЖUnable to find pos2v.sqlite.
MsgDataStorageConfigureEmail,ЖConfigure your email to use this feature.
MsgDataStorageFailedToCreateWritableDb,ЖFailed to create writable database file with message '%@'.
MsgDataStorageDataFetchFailed,ЖCannot contact server to update configuration.  Please try again in a few minutes.
MsgDataStorageDatabaseTooBigToUpload,"ЖThe size of the file exceeds the limit on email attachments.  Therefore, the database has been directly uploaded to the server."
MsgDataStorageReportsSales,ЖSALES
MsgDataStorageReportsTotalOrders,ЖTotal Orders
MsgDataStorageReportsAverageSale,ЖAverage Sale
MsgDataStorageReportsTaxableSales,ЖTaxable Sales
MsgDataStorageReportsNonTaxableSales,ЖNontaxable Sales
MsgDataStorageReportsCRVCharges,ЖCRV Charges
MsgDataStorageReportsTotalProductSales,ЖTOTAL PRODUCT SALES
MsgDataStorageReportsTotalSalesLower,ЖTotal Sales
MsgDataStorageReportsItemDiscounts,ЖItem Discounts
MsgDataStorageReportsOrderDiscounts,ЖOrder Discounts
MsgDataStorageReportsCoupons,ЖCoupons
MsgDataStorageReportsTotalDiscounts,ЖTotal Discounts
MsgDataStorageReportsNetSales,ЖNet Sales
MsgDataStorageReportsSalesTax,ЖSales Tax
MsgDataStorageReportsSurcharges,ЖSurcharges
MsgDataStorageReportsRoundingDeltas,ЖRounding Deltas
MsgDataStorageReportsServiceCharges,ЖService Charges
MsgDataStorageReportsTaxRebate,ЖTax Rebate
MsgDataStorageReportsTotalTaxes,ЖTOTAL TAXES
MsgDataStorageReportsDepositTotal,ЖDeposits
MsgDataStorageReportsApplDepTotal,ЖAppl.Dep.
MsgDataStorageReportsAppliedDepositsTotal,ЖApplied Deposits
MsgDataStorageReportsTotalTax,ЖTotal Tax
MsgDataStorageReportsNetToAccountFor,ЖNET TO ACCOUNT FOR
MsgDataStorageReportsNetToAccountForLower,ЖNet to Account for
MsgDataStorageReportsVoids,ЖVOIDS
MsgDataStorageReportsVoidedItems,ЖVoided Items
MsgDataStorageReportsVoidedTotal,ЖVoided Total
MsgDataStorageReportsReturns,ЖRETURNS
MsgDataStorageReportsReturnedItems,ЖReturned Items
MsgDataStorageReportsReturnedTotal,ЖReturned Total
MsgDataStorageReportsRefunds,ЖREFUNDS
MsgDataStorageReportsRefundsNumber,ЖRefunds Number
MsgDataStorageReportsRefundsTotal,ЖRefunds Total
MsgDataStorageReportsComps,ЖCOMPS
MsgDataStorageReportsCompsItems,ЖComp Items
MsgDataStorageReportsCompsTotal,ЖComp Total
MsgDataStorageReportsExchanges,ЖEXCHANGES
MsgDataStorageReportsExchangedTotal,ЖExchanged Total
MsgDataStorageReportsCashAdjustments,ЖCASH ADJUSTMENTS
MsgDataStorageReportsPayouts,ЖPay-Outs
MsgDataStorageReportsPayins,ЖPay-Ins
MsgDataStorageReportsPayoutsTotal,ЖPay-Outs Total
MsgDataStorageReportsPayments,ЖPAYMENTS
MsgDataStorageReportsPaymentsLower,ЖPayments
MsgDataStorageReportsCashPaymentsReceived,ЖCash Payments Received
MsgDataStorageReportsLiabilities,ЖTotal Liabilities
MsgDataStorageReportsCash,ЖCash
MsgDataStorageReportsTips,ЖTIPS
MsgDataStorageReportsTipsLowercase,ЖTips
MsgDataStorageReportsCashTips,ЖCash Tips
MsgDataStorageReportsCreditTips,ЖCredit Tips
MsgDataStorageReportsLevelUpTips,ЖLevelUp Tips
MsgDataStorageReportsIndexTips,ЖIndex Tips
MsgDataStorageReportsGiftTips,ЖGift Tips
MsgDataStorageReportsDebitTips,ЖDebit Tips
MsgDataStorageReportsHouseAccountTips,ЖHouse Account Tips
MsgDataStorageReportsTradeTips,ЖTrade Tips
MsgDataStorageReportsWoraPayTips,ЖWoraPay Tips
MsgDataStorageReportsStoreCreditTips,ЖStore Credit Tips
MsgDataStorageReportsCustomPaymentTips,ЖCustom Payment Tips
MsgDataStorageReportsOtherTips,ЖOther Tips
MsgDataStorageReportsTotalTips,ЖTOTAL TIPS
MsgDataStorageReportsTotal,ЖTOTAL
MsgDataStorageReportsEmployee,ЖEMPLOYEE
MsgDataStorageReportsEmployeeHas1OpenOrderOnServer,ЖEMPLOYEE HAS 1 OPEN ORDER ON SERVER
MsgDataStorageReportsEmployeeHasManyOpenOrderOnServer,ЖEMPLOYEE HAS %@ OPEN ORDERS ON SERVER
MsgDataStorageReports1OpenOrderOnServer,Ж1 OPEN ORDER ON SERVER
MsgDataStorageReportsManyOpenOrderOnServer,Ж%@ OPEN ORDERS ON SERVER
MsgDataStorageReportsType,ЖType
MsgDataStorageReportsPayment,ЖPayment
MsgDataStorageReportsTip,ЖTip
MsgDataStorageReportsTypePaymentForEpson,ЖType               #               Payment\n
MsgDataStorageReportsTotal0ForEpson,ЖTOTAL                0                0.00\n
MsgDataStorageReportsTypePaymentTipTotalForEpson,ЖType       #   Payment       Tip     Total\n
MsgDataStorageReportsTotal0000ForEpson,ЖTOTAL      0      0.00      0.00      0.00\n
MsgDataStorageReportsTypePaymentForRaster,ЖType               #               Payment\n
MsgDataStorageReportsTotal0ForRaster,ЖTOTAL                0                0.00\n
MsgDataStorageReportsTypePaymentTipTotalForRaster,ЖType       #   Payment       Tip     Total\n
MsgDataStorageReportsTotal0000ForRaster,ЖTOTAL      0      0.00      0.00      0.00\n
MsgDataStorageReportsCashDueEmployee,ЖCASH DUE EMPLOYEE
MsgDataStorageReportsCashDueHouse,ЖCASH DUE HOUSE
MsgDataStorageReportsOrder_,ЖOrder
MsgDataStorageReportsAmount,ЖAmount
MsgDataStorageReportsTransactions,ЖTRANSACTIONS
MsgDataStorageReportsDeclaredTips,ЖDeclared Tips
MsgDataStorageReportsOpenOrdersMany,ЖOpen Orders
MsgDataStorageReportsPrintDate,ЖPrint Date
MsgDataStorageReportsProductData,ЖPRODUCT DATA
MsgDataStorageReportsClass,ЖClass
MsgDataStorageReportsSalesLowercase,ЖSales
MsgDataStorageReportsVisa,ЖVisa
MsgDataStorageReportsMasterCard,ЖMasterCard
MsgDataStorageReportsDiscover,ЖDiscover
MsgDataStorageReportsAmericanExpress,ЖAmerican Express
MsgDataStorageReportsGiftCards,ЖGift Cards
MsgDataStorageReportsOther,ЖOther
MsgDataStorageReportsDebit,ЖDebit
MsgDataStorageReportsTotalPayments,ЖTotal Payments
MsgDataStorageReportsTotalTipsLowercase,ЖTotal Tips
MsgDataStorageReportsCashDuesToHouse,ЖCash Due To House
MsgDataStorageReportsAllEmployees,ЖAll Employees
MsgDataStorageReportsEmployeeLowercase,ЖEmployee
MsgDataStorageReportsGuests,ЖGUESTS
MsgDataStorageReportsGuestsNumber,ЖTotal Guests
MsgDataStorageReportsGuestsAverageSale,ЖAvg Sale Per Guest
MsgDataStorageReportsOtherPayments,ЖOther Payments
MsgDataStorageReportsHourlySalesHeader,ЖHOURLY SALES
MsgDataStorageReportsHourlySalesTime,ЖTIME
MsgDataStorageReportsHourlySalesSales,ЖSALES
MsgDataStorageReportsHourlySalesTrans,Ж#TR
MsgDataStorageReportsHourlySalesAvgTrans,ЖAVG TR
MsgDataStorageReportsHourlySalesSalesPercent,Ж%SALES
MsgDataStorageReportsHourlySalesTotals,ЖTotals:
MsgDataStorageReportsLaborHeader,ЖLABOR
MsgDataStorageReportsLaborTime,ЖTIME
MsgDataStorageReportsLaborSales,ЖSALES
MsgDataStorageReportsLaborManHrs,ЖManHrs
MsgDataStorageReportsLaborSPMH,ЖSPMH
MsgDataStorageReportsLaborWages,ЖWAGES
MsgDataStorageReportsLaborPercentLabor,Ж%LABR
MsgDataStorageReportsLaborTotals,ЖTotals:
MsgDataStorageReportsTender,ЖTender
MsgDataStorageReportsAdj,ЖAdj
MsgDataStorageReportsAmex,ЖAmex
MsgDataStorageReportsMC,ЖMC
MsgDataStorageReportsTotals,ЖTotals
MsgDataStorageReportsLevelup,ЖLevelup
MsgDataStorageReportsCashAdjDueToEmp,ЖAdj. Cash Due to Employee
MsgDataStorageReportsCashAdjDueToHouse,ЖAdj. Cash Due to House
MsgDataStorageReportsCashSalesReceived,ЖCash Sales Received
MsgDataStorageReportGC,ЖGC
MsgDataStorageReportsServiceFees,ЖSERVICE FEES
MsgDataStorageReportsTaxServiceFees,ЖTaxable Service Fees
MsgDataStorageReportsUntaxServiceFees,ЖNon-Taxable Service Fees
MsgDataStorageReportsTotalServiceFees,ЖTotal Service Fees
MsgDataStorageReportsGrossSales,ЖGROSS SALES
MsgDataStorageConnectionErroFailedToOpenDatabase,ЖFailed to open database with message '%s'.
MsgDataStorageConnectionErroFailedToCloseDatabase,ЖError: failed to close database with message '%s'.
MsgDataStorageUnknownProvider,ЖUnknown
MsgDataStorageProductUpdate,ЖTime to update products
MsgDatabaseSendFailure,ЖNot able to send Database to server.
MsgDatabaseUpdateFailed,ЖPOS can't update local database. Please downgrade to %@ version
MsgStrangeBuildNumber,ЖWarning: your build number is not production level.
MsgDatabaseSending,ЖSending Database To Server
MsgDatabaseSendingBackup,ЖSending Database Backup
MsgDatabaseUpgradingDatabase,ЖUpgrading Database
MsgDatabaseCopying,ЖCreating Database Copy
MsgDatabaseSendSuccess,ЖDatabase uploaded successfully. Notification was sent to support@revelsystems.com.
MsgDatabaseBusy,ЖDatabase is busy. Try again later.
MsgEmployeeSalesReport,ЖEmployee Sales Report
MsgEmployeeSalesReportDateStart,ЖStart Date
MsgEmployeeSalesReportDateEnd,ЖEnd Date
MsgEmployeeSalesReportEmployee,ЖEmployee
MsgEmployeeSalesReportOpenOrders,ЖOpen Orders
MsgEmployeeSalesReportProductData,ЖProduct Data
MsgEmployeeSalesReportCashTransactions,ЖCash Transactions
MsgEmployeeSalesReportCreditTransactions,ЖCredit Transactions
MsgEmployeeSalesReportOtherTransactions,ЖOther Transactions
MsgEmployeeSalesReportLocalData,ЖLocal Data
MsgEmployeeSalesReportHourlySales,ЖHourly Sales
MsgEmployeeSalesReportLabor,ЖLabor
MsgEmployeeSalesReportTooLongOperation,ЖFetching backend report is taking too long. Show local data?
MsgEmployeeSalesReportFailedOperation,ЖFetching backend report failed. Show local data?
BtnEmployeeSalesReportGetReport,ЖGet Report
BtnEmployeeSalesReportShowLocal,ЖShow Local
MsgMercuryPayServiceMercuryPayHC,ЖMercuryPay HC
MsgMercuryPayServiceErrorOccurredInternet,ЖError occurred. Please check your internet connection!
MsgMercuryPayServicePreAuth,ЖPreAuth
MsgMercuryPayServiceNODECOUNTZERO,ЖNODE COUNT ZERO!
MsgMercuryPayServiceMercuryPayError,ЖMercuryPay Error
MsgMercuryPayServiceTranCodeNotSupported,ЖTranCode: %@ NOT SUPPORTED!\nTextResponse: %@
MsgMercuryPayServiceContextEmpty,ЖContext empty! Try another payment method!
MsgMercuryPayServiceCardUpdatedSuccessfully,ЖCard updated successfully.
MsgMercuryPayServiceTransactionFailed,ЖTransaction Failed
MsgMercuryPayServiceCreditXMLNodeCountZero,ЖCredit XML node count zero!
MsgMercuryPayServiceRStreamXMLNodeCountZero,ЖRStream XML node count zero!
MsgMercuryPayServiceMercuryPayIssue,ЖMercuryPay Issue
MsgMercuryPayServiceZEROAmountNotAllowed,ЖZERO amount is not allowed!
MsgMercuryPayServiceMercuryPaySaleError,ЖMercuryPay Sale Error
MsgMercuryPayServiceAmountIsZERO,ЖAmount is ZERO!
MsgMercuryPayServiceSaleTransactionFailed,ЖSale transaction failed!
MsgMercuryPayServiceMercuryPayReturn,ЖMercuryPay Return
MsgMercuryPayServiceMissingInformationToProcessReturn,ЖMissing information to process Return transaction for invoice: %@!
MsgMercuryPayServiceMercuryPayPreAuthError,ЖMercuryPay PreAuth Error
MsgMercuryPayServicePreAuthTransactionFailed,ЖPreAuth transaction failed!
MsgMercuryPayServiceMercuryPreAuthCapture,ЖMercury PreAuthCapture
MsgMercuryPayServiceAmountGratuityTokenInvoiceEtc,"Ж\n\namount: %@, gratuity: %@, token: %@, invoice: %@, memo: %@, authCode: %@, acqRefData: %@, processData: %@\n\n"
MsgMercuryPayServiceCaptureTransactionFailed,ЖFailed to capture transaction!
MsgMercuryPayServiceMercuryPayDebit,ЖMercuryPay Debit
MsgMercuryPayServiceEnterAmount,ЖEnter Amount
MsgMercuryPayServiceHittingSecondaryServer,ЖHitting secondary server.
MsgUSAePayServiceCardNumberOrMagStripeDataEmpty,ЖCard Number or MagStripe data empty!
MsgUSAePayServiceUSAePayError,ЖUSA ePay Error
MsgUSAePayServiceTransactionCaptureFailed,ЖFailed to capture transaction.
MsgUSAePayServiceUSAEPAYREFUNDERROR,ЖUSA EPAY REFUND ERROR
MsgUSAePayServiceRefundAmountShouldNotBeZERO,ЖRefund amount should not be ZERO! Write down this refNum: %d.
MsgUSAePayServiceUSAePayVoidError,ЖUSA ePay Void Error
MsgSplitBillNewBillAddConfirm,ЖCreating a new check will change the values of previous checks.
MsgSplitBillCheckTitle,ЖCheck #%@ - %d
MsgSplitBillCheckNew,ЖCheck #%@ - %d [NEW]
MsgSplitBillAllItemsAreAddedAlready,ЖAll items have already been added.
