LocaleIdentifier,PL
MsgDataStorageReportsTotalDiscounts,Rabaty łącznie
MsgDataStorageReportsNetSales,Sprzedaż brutto
MsgDataStorageReportsSalesTax,Podatek od sprzedaży
MsgDataStorageReportsSurcharges,Dopłaty
MsgDataStorageReportsRoundingDeltas,Zaokrąglenia Delty
MsgDataStorageReportsServiceCharges,Opłaty serwisowe
MsgDataStorageReportsTaxRebate,Bonifikata podatku
MsgDataStorageReportsTotalTaxes,ŁĄCZNE PODATKI
MsgDataStorageReportsDepositTotal,Depozyty
MsgDataStorageReportsApplDepTotal,Zast. dep.
MsgDataStorageReportsAppliedDepositsTotal,Naliczone depozyty
MsgDataStorageReportsTotalTax,Podatek łącznie
MsgDataStorageReportsNetToAccountFor,BRUTTO DO ROZLICZENIA
MsgDataStorageReportsNetToAccountForLower,Brutto do rozliczenia
MsgDataStorageReportsVoids,UNIEWAŻNIENIA
MsgDataStorageReportsVoidedItems,Unieważnione poyzcje
MsgDataStorageReportsVoidedTotal,Suma unieważnień
MsgDataStorageReportsReturns,ZWROTY
MsgDataStorageReportsReturnedItems,Zwrócone pozycje
MsgDataStorageReportsReturnedTotal,Suma zwrotów netto
MsgDataStorageReportsRefunds,ZWROTY KOSZTÓW
MsgDataStorageReportsRefundsNumber,Liczba zwrotów kosztów
MsgDataStorageReportsRefundsTotal,Suma zwrotów płatności brutto
MsgDataStorageReportsComps,GRATISY
MsgDataStorageReportsCompsItems,Pozycje gratisowe
MsgDataStorageReportsCompsTotal,Gratisy razem
MsgDataStorageReportsExchanges,WYMIANY
MsgDataStorageReportsExchangedTotal,Wymienione łącznie
MsgDataStorageReportsCashAdjustments,KOREKTY PIENIĘŻNE
MsgDataStorageReportsPayouts,Wypłaty
MsgDataStorageReportsPayins,Wpłaty
MsgDataStorageReportsPayoutsTotal,ŁĄCZNE WYPŁATY
MsgDataStorageReportsPayments,PŁATNOŚCI
MsgDataStorageReportsPaymentsLower,Płatności
MsgDataStorageReportsCashPaymentsReceived,Przyjęte płatności w gotówce
MsgDataStorageReportsLiabilities,Zobowiązania łącznie
MsgDataStorageReportsDueToFrom,Wymagany od / Wymagany do
MsgDataStorageReportsCash,Gotówka
MsgDataStorageReportsTips,NAPIWKI
MsgDataStorageReportsTipsLowercase,Napiwki
MsgDataStorageReportsCashTips,Napiwki w gotówce
MsgDataStorageReportsCreditTips,Napiwki – karty kredytowe
MsgDataStorageReportsLevelUpTips,Napiwki LevelUp
MsgDataStorageReportsIndexTips,Napiwki – Index
MsgDataStorageReportsGiftTips,Napiwki – cert. podarunkowy
MsgDataStorageReportsDebitTips,Napiwki – karty debetowe
MsgDataStorageReportsHouseAccountTips,Napiwki konta indywidualnego
MsgDataStorageReportsTradeTips,Napiwki – wymiana
MsgDataStorageReportsWoraPayTips,Napiwki WoraPay
MsgDataStorageReportsZapperTips,Pozostałe napiwki
MsgDataStorageReportsStoreCreditTips,Napiwki kredytu sklepowego
MsgDataStorageReportsCustomPaymentTips,Niestandardowe płatności napiwków
MsgDataStorageReportsVoucherTips,Napiwki kuponu
MsgDataStorageReportsOtherTips,Pozostałe napiwki
MsgDataStorageReportsTotalTips,NAPIWKI ŁĄCZNIE
MsgDataStorageReportsTotal,ŁĄCZNIE
MsgDataStorageReportsEmployee,PRACOWNIK
MsgDataStorageReportsEmployeeHas1OpenOrderOnServer,PRACOWNIK POSIADA 1 OTWARTĄ TRANSAKCJĘ NA SERWERZE
MsgDataStorageReportsEmployeeHasManyOpenOrderOnServer,PRACOWNIK POSIADA %@ OTWARTYCH TRANSAKCJI NA SERWERZE
MsgDataStorageReports1OpenOrderOnServer,1 OTWARTA TRANSAKCJA NA SERWERZE
MsgDataStorageReportsManyOpenOrderOnServer,OTWARTE TRANSAKCJE NA SERWERZE: %@
MsgDataStorageReportsType,Typ
MsgDataStorageReportsPayment,Płatność
MsgDataStorageReportsTip,Napiwek
MsgDataStorageReportsTypePaymentForEpson,Typ               Nr               Płatność\n
MsgDataStorageReportsTotal0ForEpson,ŁĄCZNIE                0                0.00\n
MsgDataStorageReportsTypePaymentTipTotalForEpson,Typ       Nr   Płatność       Napiwek     Łącznie\n
MsgDataStorageReportsTotal0000ForEpson,ŁĄCZNIE      0      0.00      0.00      0.00\n
MsgDataStorageReportsTypePaymentForRaster,Typ               Nr               Płatność\n
MsgDataStorageReportsTotal0ForRaster,ŁĄCZNIE                0                0.00\n
MsgDataStorageReportsTypePaymentTipTotalForRaster,Typ       Nr   Płatność       Napiwek     Łącznie\n
MsgDataStorageReportsTotal0000ForRaster,ŁĄCZNIE      0      0.00      0.00      0.00\n
MsgDataStorageReportsCashDueEmployee,NALEŻNOŚCI DLA PRACOWNIKA
MsgDataStorageReportsCashDueHouse,NALEŻNOŚCI DLA LOKALU
MsgDataStorageReportsOrder_,Transakcja
MsgDataStorageReportsAmount,Kwota
MsgDataStorageReportsTransactions,TRANSAKCJE
MsgDataStorageReportsDeclaredTips,Zgłoszone napiwki
MsgDataStorageReportsOpenOrdersMany,Otwarte transakcje
MsgDataStorageReportsPrintDate,Drukuj datę
MsgDataStorageReportsProductData,DANE TOWARU
MsgDataStorageReportsProductByClassData,DANE TOWARU WG KLASY
MsgDataStorageReportsProductByCategoryData,DANE TOWARU WG KATEGORII
MsgDataStorageReportsProductBySubcategoryData,DANE TOWARU WG PODKATEGORII
MsgDataStorageReportsClass,Klasa
MsgDataStorageReportsSalesLowercase,Sprzedaż
MsgDataStorageReportsVisa,Visa
MsgDataStorageReportsMasterCard,MasterCard
MsgDataStorageReportsDiscover,Discover
MsgDataStorageReportsAmericanExpress,American Express
MsgDataStorageReportsGiftCards,Karty podarunkowe
MsgDataStorageReportsOther,Inne
MsgDataStorageReportsDebit,Debet
MsgDataStorageReportsTotalPayments,Płatności łącznie
MsgDataStorageReportsTotalTipsLowercase,Napiwki łącznie
MsgDataStorageReportsCashDuesToHouse,Należności dla lokalu
MsgDataStorageReportsAllEmployees,Wszyscy pracownicy
MsgDataStorageReportsEmployeeLowercase,Pracownik
MsgDataStorageReportsGuests,GOŚCIE
MsgDataStorageReportsGuestsNumber,Goście łącznie
MsgDataStorageReportsGuestsAverageSale,Śr. sprzedaż na gościa
MsgDataStorageReportsOtherPayments,Inne płatności
MsgDataStorageReportsHourlySalesHeader,OBROTY WG GODZINY
MsgDataStorageReportsHourlySalesTime,GODZINA
MsgDataStorageReportsHourlySalesSales,SPRZEDAŻ
MsgDataStorageReportsHourlySalesTrans,LICZBA TR.
MsgDataStorageReportsHourlySalesAvgTrans,ŚR. TR.
MsgDataStorageReportsHourlySalesSalesPercent,%SPRZEDAŻY
MsgDataStorageReportsHourlySalesTotals,Łącznie:
MsgDataStorageReportsLaborHeader,SIŁA ROBOCZA
MsgDataStorageReportsLaborTime,GODZINA
MsgDataStorageReportsLaborSales,SPRZEDAŻ
MsgDataStorageReportsLaborManHrs,Robocz.godz
MsgDataStorageReportsLaborSPMH,SPMH
MsgDataStorageReportsLaborWages,WYNAGRODZENIA
MsgDataStorageReportsLaborPercentLabor,%LABR
MsgDataStorageReportsLaborTotals,Łącznie:
MsgDataStorageReportsVoucherDetailsHeader,SZCZEGÓŁY KUPONU
MsgDataStorageReportsVoucherDetailsName,Nazwa
MsgDataStorageReportsVoucherDetailsQty,ILOŚĆ
MsgDataStorageReportsVoucherDetailsOverage,NADWYŻKA
MsgDataStorageReportsVoucherDetailsTotal,ŁĄCZNIE
MsgDataStorageReportsVoucherDetailsOpenValue,Wartość otwarta
MsgDataStorageReportsTender,Śr. płatniczy
MsgDataStorageReportsAdj,Kor.
MsgDataStorageReportsAmex,Amex
MsgDataStorageReportsMC,MC
MsgDataStorageReportsTotals,Łącznie
MsgDataStorageReportsLevelup,Levelup
MsgDataStorageReportsCashAdjDueToEmp,Kor. należności dla pracownika
MsgDataStorageReportsCashAdjDueToHouse,Kor. należności dla lokalu
MsgDataStorageReportsCashSalesReceived,Przyjęte obroty pieniężne
MsgDataStorageReportGC,G
MsgDataStorageReportsServiceFees,OPŁATY SERWISOWE
MsgDataStorageReportsTaxServiceFees,Opłaty serwisowe podlegające opodatkowaniu.
MsgDataStorageReportsUntaxServiceFees,Opłaty serwisowe niepodlegające opodatkowaniu.
MsgDataStorageReportsTotalServiceFees,Suma opłat serwisowych
MsgDataStorageReportsGrossSales,SPRZEDAŻ NETTO
MsgDataStorageConnectionErroFailedToOpenDatabase,"Nie można otworzyć bazy danych, komunikat '%s'."
MsgDataStorageConnectionErroFailedToCloseDatabase,"Błąd: nie można zamknąć bazy danych, komunikat '%s'."
MsgDataStorageUnknownProvider,Nieznany
MsgDataStorageProductUpdate,Czas aktualizacji towarów
MsgDatabaseSendFailure,Nie można wysłać bazy danych na serwer.
MsgDatabaseUpdateFailed,POS nie może zaktualizować lokalnej bazy danych. Użyj starszej wersji %@
MsgStrangeBuildNumber,Uwaga: numer twojej kompilacji nie jest poziomem produkcji.
MsgDatabaseSending,Wysyłanie bazy danych na serwer
MsgDatabaseSendingBackup,Wysyłanie kopii bazy danych
MsgDatabaseUpgradingDatabase,Aktualizowanie bazy danych
MsgDatabaseCopying,Tworzenie kopii bazy danych
MsgDatabaseSendSuccess,Baza danych została wczytana pomyślnie. Wysłano powiadomienie na adres support@revelsystems.com.
MsgDatabaseBusy,Baza danych jest zajęta. Spróbuj ponownie później.
MsgEmployeeSalesReport,Raport wyników sprzedaży pracowników
MsgEmployeeSalesReportDateStart,Data początkowa
MsgEmployeeSalesReportDateEnd,Data końcowa
MsgEmployeeSalesReportEmployee,Pracownik
MsgEmployeeSalesReportOpenOrders,Otwarte transakcje
MsgEmployeeSalesReportProductData,Dane towaru
MsgEmployeeSalesReportProductDataByClass,Dane towaru wg klasy
MsgEmployeeSalesReportProductDataByCategory,Dane towarów wg kategorii
MsgEmployeeSalesReportProductDataBySubcategory,Wybierz podkategorię
MsgEmployeeSalesReportCashTransactions,Transakcje gotówkowe.
MsgEmployeeSalesReportCreditTransactions,Transakcje kredytowe
MsgEmployeeSalesReportOtherTransactions,Inne transakcje
MsgEmployeeSalesReportLocalData,Dane lokalne
MsgEmployeeSalesReportHourlySales,Obroty wg godziny
MsgEmployeeSalesReportLabor,Siła robocza
MsgEmployeeSalesReportVoucherDetails,Szczegóły kuponu
MsgEmployeeSalesReportTooLongOperation,Pobieranie raportu z serwera trwa zbyt długo. Wyświetlić dane lokalne?
MsgEmployeeSalesReportFailedOperation,Pobieranie raportu z serwera nie powiodło się. Wyświetlić dane lokalne?
BtnEmployeeSalesReportGetReport,Pobierz raport
BtnEmployeeSalesReportShowLocal,Pokaż lokalny
MsgSplitBillNewBillAddConfirm,Utworzenie nowego czeku spowoduje zmianę wartości na wcześniejszych czekach.
MsgSplitBillCheckTitle,Czek nr %@ - %d
MsgSplitBillCheckNew,Czek nr %@ - %d [NOWY]
MsgSplitBillAllItemsAreAddedAlready,Dodano już wszystkie pozycje.
MsgSplitBillSelectProducts,Wybierz towary
MsgSplitBillAdjustBillsTitle,Skoryguj rachunki
MsgSplitBillAdjustAmountDue,Wymagana korekta
MsgSplitBillAdjustTotal,Łącznie
MsgSplitBillAdjustAdjust,Korekta kwoty
MsgSplitBillAdjustBill,czek
MsgSplitBillApplyOrderDiscount,Transakcja objęta rabatem %@.  Do którego czeku zastosować rabat?
MsgSplitBillOrderNumberReceipt,Numer transakcji – Paragon
MsgSplitBillName,Nazwa
MsgSplitBillQty,Liczba
MsgSplitBillEach,Każdy
MsgSplitBillTotal,Łącznie
MsgSplitBillDiscounts,Rabaty:
MsgSplitBillTotalDiscounts,Rabaty łącznie:
MsgSplitBillSubTotal,Łączna podsuma:
MsgSplitBillSurcharge,Dopłata:
MsgSplitBillTax,Podatek:
MsgSplitBillTOTAL,ŁĄCZNIE:
MsgSplitBillBalanceDue,Należność:
MsgSplitBillAddItems,Dodaj pozycje
MsgSplitBillPrintCheck,Drukuj czek
MsgSplitBillPayCheck,Opłać czek
MsgSplitBillTipGrat,Napiwek/grat
MsgSplitBillDiscount,Rabat
MsgProductSelectComboOptions,Wybierz opcję zestawu
MsgProductNameSelectoptions,%@: Wybierz opcje
MsgProductChooseSlot,%@ (Wybierz %@)
MsgWouldYouLikeToMakeItACombo,"Czy chcesz, zrobić z tego zestaw?"
MsgNonComboPrice,Cena bez zestawu: %@
MsgComboIncludes,Zestaw wliczony %@
BtnAddMods,Dodaj modyfikatory
BtnMods,Modyfik.
BtnSkipComboOptions,Omiń opecje zestawu
MsgUpsellWithSlotAndPrice,z %@
MsgUpsellProductNameChooseOptions,%@: Wybierz opcje: %@
MsgUpsellDfltNameViewAll,Pokaż wszystko
MsgUpsellDfltNameNoMeal,Brak posiłku
MsgUpsellDfltNameSmall,Mała
MsgUpsellDfltNameMedium,Średnia
MsgUpsellDfltNameLarge,Duża
MsgUpsellDfltNameXtraLarge,Bardzo duża
MsgUpsellDfltNameSuper,Super
MsgUpsellCreatingUpsellProduct,Tworzenie towaru z dodatkową sprzedażą
MsgUpsellTapHoldDragTipText,"Dotknij, przytrzymaj, przeciągnij i zwolnij, aby wybracć ilości"
MsgSplitBillSeatExistingPaymentsWillBeRefunded,Istniejące płatności zostaną zwrócone. Czy na pewno?
MsgSplitBillPrintAllChecks,Drukuj wszystkie czeki
MsgSplitBillClearSplitBills,Wyczyść rozdzielone rachunki
MsgSplitBillOrderScreen,Ekran transakcji
MsgSplitBillRefundPayments,Zwróć płatności
MsgSplitBillNewCheck,Nowy\nrachunek
MsgSplitBillPAID,OPŁACONE
MsgSplitBillCanNotAddItemToPaidBill,Nie można dodawać pozycji do opłaconego rachunku. Użyj innego rachunku.
MsgSplitBillSplitBill,Rozdziel rachunek
MsgSplitBillEnterNumberOfPersons,Wprowadź liczbę osób
MsgPaymentProcessorsProcessingPleaseWait,"Przetwarzanie, proszę czekać..."
BtnGiftCardLinked,Powiązana karta
BtnGiftCardLink,Powiąż kartę podarunkową
BtnGiftCardProcessorsReSwipeCard,Przeciągnij ponownie
BtnGiftCardProcessorsSwipeCard,Przeciągnij
MsgGiftCardSelectLinked,Wybierz powiązaną kartę podarunkową
MsgGiftCardProcessorsSynergyError,Błąd synergii
MsgGiftCardProcessorsCardNumberEmpty,Pusty numer karty! Spróbuj ponownie!
MsgGiftCardProcessorsZerroAmount,Kwota musi być wyższa niż 0.00!
MsgGiftCardProcessorsEnterAmount,Wpisz kwotę
MsgGiftCardProcessorsCardSuccAct,Karta aktywowana pomyślnie.\nSaldo: %.2f
MsgGiftCardProcessorsCardUpdatedSucc,Karta zaktualizowana pomyślnie.
MsgGiftCardProcessorsInsufficientFunds,Niewystarczające środki na karcie.\nSaldo: %.2f
MsgGiftCardProcessorsFailedToUpdate,Nie udało się zaktualizować karty
MsgGiftCardProcessorsFailedToActivate,Nie udało się aktywować karty.
MsgGiftCardProcessorsFailedToFetch,Pobieranie danych karty nieudane.
MsgGiftCardProcessorsValutecError,Błąd Valutec
MsgGiftCardProcessorsFailedToCreate,Tworzenie karty nieudane.
MsgGiftCardProcessorsCardCreatedSucc,Pomyślnie utworzono kartę %@.\nSaldo: %.2f
MsgGiftCardProcessorsCardIsActive,Karta jest już aktywna.
MsgGiftCardProcessorsCardIsNotActive,Karta nie została aktywowana.
MsgGiftCardProcessorsRefundOfGiftPayment,Nie można zwrócić płatności dokonanych za pomocą certyfikatu podarunkowego nieprzekraczających %@.
MsgGiftCardProcessorsGivexTransFailed,Nieudana transakcja Givex!\n%@
MsgGiftCardProcessorsCardCreatedSucc2,Pomyślnie utworzono kartę %@.
MsgGiftCardProcessorsCardSuccAct2,Karta aktywowana pomyślnie.
MsgGiftCardProcessorsCardValueAdded,Zwiększono wartość karty.
MsgGiftCardProcessorsFailedToUpdateCard,Aktualizacja karty nr %@ nieudana.\n%@
MsgGiftCardProcessorsCustomerIsLinkedSucc,Pomyślnie powiązano klienta.
MsgGiftCardProcessorsFailedToLinkCust,Powiązanie klienta nieudane.
MsgGiftCardProcessorsFailedToLinkCheckLog,Powiązanie klienta nieudane.
MsgGiftCardProcessorsFailedToSyncCustomer,Synchronizacja danych karty nieudana. Kolejna próba wykonania operacji zostanie podjęta w tle.
MsgGiftCardProcessorsSwipeGiftCard,Przeciągnij kartę podarunkową
MsgGiftCardProcessorsWaitingForCardSwipe,Oczekiwanie na przeciągnięcie karty
MsgGiftCardProcessorsCardNrMustBeGreateThanZero,Numer karty musi mieć więcej niż 0 znaków
MsgGiftCardProcessorsLocation,Miejsce
MsgGiftCardProcessorsBadSwipe,Karta przeciągnięta nieprawidłowo. Spróbuj ponownie.
MsgGiftCardProcessorsWaitingForSwipe,Oczekiwanie na przeciągnięcie karty.
MsgGiftCardProcessorsAddGiftCardSupport,Dodać obsługę kart podarunkowych?
MsgGiftCardProductName,Cert. podarunkowy %.2f
MsgGiftCardProcessorsCardNotFound,Nie znaleziono numeru karty. Spróbuj ponownie.
MsgGiftCardsManage,Zarządzaj kartami podarunkowymi
MsgGiftCardsCustomerHasNoCards,Brak kart podarunkowych powiązanych z: %@.
MsgGiftCardPromptToLinkCardToCustomer,Czy chcesz powiązać kartę podarunkową nr %@ z klientem %@?
MsgPaymentGiftCardAuthorization,Autoryzacja karty podarunkowej
MsgGiftCardProcessorsTokenInvalid,Token handlowy jest nieprawidłowy dla wybranych lokalizacji lub token użytkownika jest nieprawidłowy
MsgGiftCardProcessorsQrCodeInvalid,Kod QR jest nieprawidłowy
MsgGiftCardFailedUpdate,Uaktualnienie karty nie powiodło się
MsgCardReadersError,Błąd %i: %@
MsgCardReadersPortableError,Błąd urz. przenośnego
MsgCardReadersPleaseConfigProperSwipe,Skonfiguruj odpowiedni terminal dla tego stanowiska.
MsgCardReadersCardSwipeNoData,Nieprawidłowy terminal płatniczy
MsgCardReadersFailedToReadCardNumber,Nie odczytano numeru karty
BtnRewardCardsLinkCustomer,Powiąż klienta
BtnRewardCardsLinkOtherCustomer,Powiąż innego klienta
BtnRewardCardsLinkCurrentCustomer,Powiąż bieżącego klienta
BtnRewardCardsCustomerInfo,Dane klienta
BtnRewardCardsLink,Powiąż bonusy
BtnRewardCardsAddPoints,Dodaj punkty za pozycję
MsgRewardCardsCardNrLengthNoOption,Numer karty musi mieć %d znaków
MsgRewardCardsCardNrLength,Numer karty musi mieć %d lub %d znaków.
MsgRewardCardsSwipeRewardCard,Przeciągnij kartę bonusową
MsgRewardCardsSwipeOrScanRewardCard,Zeskanuj lub przeciągnij kartę bonusową
MsgRewardCardsAddRewardsSwipeOrScan,Dodać bonusy? Oczekiwanie na przeciągnięcie karty.
MsgRewardCardsAddPointsSwipeOrScan,Dodać punkty? Oczekiwanie na przeciągnięcie karty.
MsgRewardCardsNoPoints,Brak punktów dla tej transakcji.
MsgRewardCardsFailedAddPoints,Nie udało się dodać punktów za pozycję.
MsgRewardCardsFailedAdjustPointsIncorrectValue,Nieudana korekta liczby punktów.\nWprowadzona wartość jest nieprawidłowa.
MsgRewardCardsFailedAdjustPointsBigValue,Nieudana korekta liczby punktów.\nWprowadzona wartość jest większa niż %d.
MsgRewardCardsFailedAdjustPointsSmallValue,Nieudana korekta liczby punktów.\nWprowadzona wartość jest mniejsza niż %d.
MsgRewardCardsActionFailed,Operacja nieudana. Spróbuj ponownie.
MsgRewardCardsActionSucc,Operacja powiodła się.
MsgRewardCardsRewardSuccessfullyVoided,"Pomyślnie anulowano transakcję dotyczącą bonusów.\n\nJeśli to konieczne, przyznaj bonus ponownie."
MsgRewardCardsAddPointsSuccessfullyVoided,"Pomyślnie anulowano transakcję dodawania punktów za pozycję.\n\nJeśli to konieczne, przyznaj bonus ponownie."
MsgRewardCardsRedeemRewardSuccessfullyVoided,Pomyślnie anulowano transakcję wykorzystywania bonusów.\n\nJeśli to konieczne
MsgRewardCardsRedemptionCancellationFailed,Anulowanie wykorzystania nie powiodło się
MsgRewardCardsPointsAddedSucc,Pomyślnie dodano punkty do karty.
MsgRewardCardsFailedToRedeemPoints,Nie udało się zrealizować punktów
MsgRewardCardsInsuffFunds,Niewystarczające środki na karcie podarunkowej\nSaldo: %.2f
MsgRewardCardsRewardCardInfo,Dane karty bonusowej
MsgRewardCardsPointsAdded,Dodano punktów: %@
MsgRewardCardsRewardsRedeemed,Wykorzystane bonusy: %@
MsgRewardCardsPoints,Punkty
MsgRewardCardsCash,Gotówka
MsgRewardCardsNoProductsRedeem,Brak odpowiednich towarów z punktami do wykorzystania.
MsgRewardCardsForRedemptionMessage,dla wykorzystania
MsgRewardCardsGetAmountRedeem,"Aby skorzystać, musisz zgromadzić punktów: %d. Aktualne saldo: %d."
MsgRewardCardsGetPurchasesAmountRedeem,"Musisz zarobić %@ wartości zakupów, aby zrealizować.\nAktualne saldo wynosi %@."
MsgRewardCardsGetVisitsAmountRedeem,"Musisz zarobić %i wizyt, aby zrealizować.\nAktualne saldo wynosi %i."
MsgRewardCardsPointsBalance,Saldo punktów za pozycje
MsgRewardCardsRewardsBalance,Bilans bonusów
MsgRewardCongratulations,Gratulacje
MsgRewardCardsRewardsRedeemedWithBalance,Wykorzystane bonusy! %@
MsgRewardCardsCongratulationsRewardPoints,"Gratulujemy, Posiadasz punktów: %d."
MsgRewardCardsCongratulationsRewardVisits,"Gratulacje, posiadasz %d bonus(ów) za wizyty"
MsgRewardCardsCongratulationsRewardPurchases,"Gratulacje, posiadasz %@ bonus(ów) za zakup"
MsgRewardCardsCongratulationsPoints,"Gratulacje, posiadasz %@ punktów"
MsgRewardCardsCongratulationsCustomerRewardPoints,"Gratulujemy, %@! Posiadasz punktów: %d."
MsgRewardCardsCongratulationsCustomerRewardVisits,"Gratulacje %@, posiadasz %d bonus(ów) za wizyty."
MsgRewardCardsCongratulationsCustomerRewardPurchases,"Gratulacje %@, posiadasz %@ bonus(ów) za zakupy."
MsgRewardCardsCongratulationsCustomerPoints,"Gratulacje %@, posiadasz %@ punktów."
MsgRewardCardsRewardPointsUpdated,Zaktualizowano liczbę punktów. Posiadasz punktów: %d.
MsgRewardCardsRewardVisitsUpdated,Zaktualizowano liczbę punktów. Posiadasz punktów: %d.
MsgRewardCardsRewardPurchasesUpdated,Zakup aktualizowany. Posiadasz %@ bonus(ów) za zakupy.
