LocaleIdentifier,LT
MsgRewardCardsSalesPoints,Pardavimo lojalumo taškai: %.2f
MsgRewardCardsVisitsPoints,Apsilankymų lojalumo taškai: %i
MsgRewardCardsRewardPoints,Bendra lojalumo taškų suma: %.2f
MsgRewardsPointsToNextReward,Jums reikia tik %.2f daugiau %@ taškų
MsgRewardsWaitingForRedemption,"Turite %@ taškų, kuriuos galite panaudoti"
MsgRewardsDontForgetToRedeem,Nepamirškite iškeisti sukauptų taškų į nuolaidas
MsgRewardsAvailable,Turimi lojalumo taškai
MsgPurchaseRewards,Pirkimų lojalumo taškai
MsgPointRewards,Apdovanojimas taškais
MsgItemRewards,Apdovanojimas produktais
MsgVisitRewards,Apsilankymų taškai
MsgPurchasePoints,Pirkimų taškai
MsgRewardPoints,Lojalumo taškai
MsgItemPoints,Produktų taškai
MsgVisitPoints,Apsilankymų taškai
MsgNoRewardsAvailable,Nėra lojalumo taškų
MsgLoyaltyTiers,Lojalumo pakopos
MsgLoyalty,Lojalumas
MsgRewardDiscountsHaveConflicts,Pasirinktos nuolaidos negalimos su jau pritaikytomis nuolaidomis. Tęsti nepaisant?
MsgRewardEnterPointsToRedeem,"Įveskite taškų sumą, kurią norite panaudoti"
MsgRewardCardsPointsRedeemed,Taškai panaudoti
MsgRewardCardsInitiateRedemptionTransactionToPayWithPoints,"Pradėkite taškų panaudojimo procesą, kad galėtumėte atsiskaityti naudojant lojalumo taškus"
MsgReceiptTexts,Kvito tekstai
MsgRewardCardsTIDIsNotSet,Nepavyko.\nPIN klaviatūros ar POS terminalo TID nenustatyta duomenų bazėje.
MsgLoyaltyNoLoyaltyOffersFoundForAvailableLoyaltyBalance,Nėra pasiūymų turimam taškų kiekiui
MsgRewardAutomaticLoyaltyGeneration,Automatinis Lojalumo Generavimas
MsgRewardNewNumber,Naujas lojalumo numeris %@ yra\n%@
MsgRewardFetchingAwardingInformation,Gaunamas inventoriaus aprašas.
BtnUpdateLinkedCard,Atnaujinti susietą mokėjimo kortelę
MsgGenPaymentType,Atsiskaitymo būdas
MsgGenPaymentCCNum,KK nr.
MsgGenPaymentEnterTipAmounts,Įvesti arbatpinigių sumas
MsgGenPaymentTipAmount,Arbatpinigių suma
MsgGenPaymentCurrentTip,Dabartinė arbatpinigių suma
MsgGenPaymentTipTransactionCountSingular,Operacijos kreditinėmis kortelėmis
MsgGenPaymentAddTip,Pridėti arbatpinigių
MsgGenPaymentAddTip:,Pridėti arbatpinigių:
MsgGenPaymentDeposit,Užstatas
MsgGenPaymentGift,Dovana
MsgGenPaymentCash,Grynieji pinigai
MsgGenPaymentAddTipsForOfflineP,Negalima įtraukti arbatpinigių atliekant mokėjimą atjungties veiksena.\nBandykite pridėti arbatpinigių vėliau.
MsgGenPaymentAddTipsForCapturedP,Negalima įtraukti arbatpinigių atliekant užfiksuotą mokėjimą.
MsgGenPaymentQuestPayment,Mokėjimas per „Quest“
MsgGenPaymentPerfPayOnPinPad,Atlikite apmokėjimą per PIN klaviatūrą.
MsgGenPaymentContactingMercuryPay,Jungiamasi prie „MercuryPay“.
MsgGenPaymentUnknownPOSStationType,Nežinomas POS terminalo tipas!
MsgGenPaymentOffline,Atjungtis
MsgGenPaymentCreditCardOfflineTransactionsMode,Kreditiniai mokėjimai perjungti į atjungties veikseną ir bus apdorotikai tik sistema prisijungs
MsgGenPaymentProcessorCannotBeReachedOfflinePaymentsAreDisabled,Nepavyko susisiekti su mokėjimų procesoriumi.  Mokėjimai atjungties veiksena išjungti.\nKreipkitės į vadovą.
MsgGenPaymentRequestedAmountIsMoreThanAllowedOThreshold,Dirbate atjungties veiksena.  Pageidaujama rinkliava viršija leistiną %@ ribą.\nĮveskite admin. PIN ir patvirtinkite šią rinkliavą.
MsgGenPaymentOfflinePaymentsTotalIsMoreThanAllowedOThreshold,Dirbate atjungties veiksena. Rinkliavos atjungties veiksena viršijo leistiną %@ ribą.\nĮveskite admin. PIN ir patvirtinkite šią rinkliavą.
MsgGenPaymentOfflineYouCanRetryProcessingOrAcceptThePayment,Sistema veikia atjungties veiksena. Galite bandyti vėl prisijungti prie mokėjimų procesoriaus arba patvirtinti mokėjimą atjungties veiksena ir apdoroti jį vėliau.
MsgGenPaymentOfflinePaymentsHaveBeenSuspendedAsTheMaximumValueOfDeclinedPaymentsHasBeenReached,Mokėjimai atjungties veiksena buvo atidėti
MsgGenPaymentManEntrNotSuppOffl,Atjungties veiksena negalimas įvedimas ranka. Bandykite atsiskaityti kitu būdu.
MsgGenPaymentEmptyMessage,Tuščias pranešimas
MsgGenPaymentTakingLonger,Užtruks ilgiau nei manytA... Prašome palaukti dar 60 sek.
MsgGenPaymentPaymentStatus,Mokėjimo būsena
MsgGenPaymentDuplicate,Kopija
MsgGenPaymentCheckSettings,Tikrinti nuostatas
MsgGenPaymentMagTekError,Sistemos „MagTek“ triktis
MsgGenPayment3773NotSupp,(3773) nepalaikoma
MsgGenPaymentiPP350USAEPAY,iPP350 USA EPAY
MsgGenPaymentNotSupported,Nepalaikoma
MsgGenPaymentMercuryPayFailed,Nepavyko atsiskaityti per „MercuryPay“
MsgGenPaymentTrack2empty,Nenurodytas 2 takelis
MsgGenPaymentCardSwipeLaneIDEmpty,Nenurodytas mokėjimo kortelių skaitytuvo takelio kodas.\nPriskirkite mokėjimo kortelių skaitytuvui takelio kodą.
MsgGenPaymentKSNempty,Nenurodytas KSN
MsgGenPaymentReturnToWrongAccount,Bandoma grįžti ne į tą sąskaitą
MsgGenPaymentDebitSupportForRetailAndGrocery,Debet. mokėjimai negalimi.\nPasirinkite kitą apmokėjimo būdą.
MsgGenPaymentSendingPayment,Siunčiamas mokėjimas
MsgGenPaymentGiftCardError,Dovanų kortelės klaida
MsgGenPaymentGiftCardActivate,Suaktyvinti dovanų kortelę
MsgGenPaymentGiftCardCreateOrAdd,Sukurti/pridėti lėšų į dovanų kortelę: %.02f?
MsgGenPaymentStoreCreditActivate,Bendras parduotuvės kreditas:
MsgGenPaymentStoreCreditReceiptType,Pasirinkti užsakymo tipą
MsgGenPaymentStoreCreditCreate,Sukurti parduotuvės kreditą:
MsgGenPaymentStoreCreditPay,Mokėti į parduotuvės kreditą
MsgGenPaymentGiftCardRechargeTitle,Įkrauti dovanų kortelę
MsgGenPaymentGiftCardRechargeText,Pridėti lėšų
MsgGenPaymentGiftCardActivatePrompt,Norite sukurti naują %@ dovanų kortelę ar pridėti %@ į su %@ susietą dovanų kortelę?
MsgGenPaymentReEnterAValidCardNr,Įveskite galiojantį kortelės numerį
MsgGenPaymentGiftCardBalance,Likutis dovanų kortelėje
MsgGenPaymentPleaseEnterValidAmount,Įveskite tinkamą sumą.
MsgGenPaymentFailedActivateGiftCard,Nepavyko suaktyvinti dovanų kortelės.
MsgGenPaymentFailedToVoidGiftCard,Nepavyko anuliuoti dovanų kortelės.
MsgGenPaymentGiftActivationNotSupported,Dovanų aktyvavimas nepalaikomas.
MsgGenPaymentGiftCardInfo,Dovanų kortelės duomenys
MsgGenPaymentStoreCreditInfo,Parduotuvės kredo informacija
MsgGenPaymentGiftCardActivationSuccessful,Sėkmingai suaktyvinta.
BtnGenPaymentAddValue,Pridėti sumą
MsgGenPaymentAmountFormat,Suma
MsgGenPaymentTipFormat,Arbatpinigiai
MsgGenPaymentUserNotManagerOrOwner,Vartotojui nesuteiktos valdytojo teisės.
MsgGenPaymentTipAmountOver100,Arbatpinigių suma viršija 100 %. Įveskite admin. PIN kodą ir patvirtinkite.
MsgGenPaymentTipAmountOver100ManagerCard,Arbatpinigių suma viršija 100 %. Įveskite admin. PIN kodą ir patvirtinkite.
MsgGenPaymentAutoCaptureError,Automatinio užfiksavimo klaida
MsgGenPaymentACTimeFormatInvalid,Nurodytas netinkamas autom. užfiksavimo laiko formatas (%@)! Patikrinkite duomenų bazių serverio nuostatas.
MsgGenPaymentUnableConnWithProcessor,Nepavyko prisijungti prie mokėjimų procesoriaus. Bandykite atsiskaityti kitu būdu.
MsgGenPaymentCaptureAllowedJustOnMain,Užfiksuoti operacijas galima tik pagrindiniame POS terminale.
MsgGenPaymentRequestedOperationNotSupportedContactPaymentExpress,Pageidaujamas veiksmas negalimas. Kreipkitės į „Payment Express“.
MsgGenPaymentProcessingAction,Veiksmo apdorojimas
MsgGenPaymentConfirmTipAmount,Patvirtinti arbatpinigių sumą
MsgGenPaymentTipGreaterThanTotal,Įvesta arbatpinigių suma viršija bendrą mokėjimo sumą.
MsgGenPaymentDriveOff,Pasišalinti
MsgGenPaymentFleetCard,Fleet kortelė
MsgGenPaymentManualFleetCard,Fleet kortelė
MsgGenPaymentManualFleetCardAuthorization,Autorizavimas
MsgGenPaymentManualFleetCardVoucher,Autor. numeris
MsgGenPaymentMaximumNumberOfProducts,Tik %d produktai galimi šiam atsiskaitmo būdui
MsgGenPaymentOnlyOneFuelProductIsAllowed,Tik 1 degalų produktas galimas šiam atsiskaitymo būdui
MsgGenPaymentNoProductCodeFoundForItem,Nerastas produkto kodas
MsgGenPaymentOnlyOneRetailProductIsAllowed,Tik 1 mažmeninės prekybos produktas galimas šiam atsiskaitymo būdui
MsgGenPaymentRemovesDiscounts,"Pakeitus užsakymo tipą į %@, siuntimas bus pašalintas is užsakymo.\nAr norėtumėte tęsti?"
MsgVoidVoidError,Triktis anuliuojant
MsgVoidFailedUpdPaymentRec,Nepavyko atnaujinti mokėjimo įrašo.
MsgVoidNoResponse,Nėra atsako
MsgVoidVoidFailed,Nepavyko anuliuoti
MsgVoidReadThis,Perskaityti!
MsgVoidRefundPayBeforeVoid,"Prieš anuliuodami produktą(-us), grąžinkite pinigus už atliktą %@ mokėjimą."
BtnVoidRefund,Grąžinti pinigus
MsgVoidRefundPaymentsOfAmount,%@ grąžinamieji mokėjimai
MsgVoidNoThanks,"Ne, ačiū"
MsgVoidQuestPayment,Mokėjimas per „Quest“
MsgVoidReferPinPad,Žr. PIN klaviatūrą
MsgVoidPotFraudWarn,Įspėjimas dėl galimo sukčiavimo. Mokėjimas atliktas per pastarąsias dvi dienas.
MsgVoidLevelupRefundFailed,Nepavyko LevelUp pinigų grąžinimas
MsgVoidRefundError,Triktis grąžinant pinigus
MsgVoidAdyenRefundError,Adyen grąžinimo triktis
MsgVoidNoTransNrFoundForRefund,"Nerastas operacijos numeris, kurio reikia norint grąžinti pinigus."
MsgVoidRefundNotPossiblePaymentIsOffline,"Šiuo metu nėra galimybės atlikti grąžinamųjų mokėjimų.\nMokėjimai atlikti atsijungus nuo interneto.\nUžbaikite pinigų grąžinimo operaciją, kai ryšys bus atkurtas."
MsgVoidRefundInTrainingMode,Tik grynieji pinigai grąžinti mokymo veiksenoje
MsgVoidMercuryPayRefundError,MercuryPay grąžinimo triktis
MsgVoidBadgeRefundFailed,Nepavyko grąžinti pinigų per „Badge“.
MsgVoidChargeAmt,Rekomenduojama\ngrąžinti suma
MsgVoidRefundAmt,Gražintina\nsuma
MsgVoidTipAmount,Arbatpinigių\nsuma
MsgVoidRefundTip,Grąžinti\narbatpinigių
MsgVoidAmountRemaining,Likusi suma:
MsgVoidPaymentRefundCannotBeMoreChargeAmount,Grąžinamojo mokėjimo suma negali viršyti sąskaitos sumos.
MsgVoidTotalRefund,Bendra grąžintina suma
MsgVoiding,Anuliuojama.
MsgRefunding,Pinigų grąžinimas
MsgVoidPayPalRefundFailed,PayPal grąžinimas nepavyko
MsgVoidPerformingRefundForOfflinePayment,Atliekama atsijungus nuo interneto atlikto mokėjimo grąžinimo operacija...
MsgVoidRefundNotPossiblePaymentProcessingInProgress,Nėra galimybės atlikti pinigų grąžinimo operacijai %@.\nŠiuo metu vyksta mokėjimo apdorojimas.\nBandykite vėliau.
MsgVoidRefundNotPossiblePaymentIsOfflineAndCouldBeProcessedOnlyOnMain,"Šiuo metu nėra galimybės atlikti %@ operacijos.\nMokėjimas atliktas atsijungus nuo interneto, todėl jį galima apdoroti tik pagrindiniame POS terminale."
MsgVoidRefundPaymentIsCurrentlyOfflineRefundTipsToMakeFullRefund,"Šis mokėjimas atliekamas atsijungus nuo interneto.\nGrąžinkite visą sumą, įskaitant arbatpinigius."
MsgVoidRefundTryingToRefundDeclinedPayment,"Bandote grąžinti atmestą mokėjimą kreditine kortele\n(numeris: XXXX%@, suma: %.2f)\nBus grąžintas visas mokėjimas.\nTęsti?"
MsgVoidReturnForItemPurchasedMoreThanDays,%@ įsigytas (-a) seniau negu prieš %d d.  Įveskite į %@ administratoriaus PIN kodą.
MsgVoidReturnForItemsPurchasedMoreThanDays,Šie produktai įsigyti seniau negu prieš %d d.  Įveskite į %@ administratoriaus PIN kodą.
MsgVoidVoid,anuliuoti
MsgVoidReturn,grąžinti
MsgVoidVoidReturn,grąžinti
MsgVoidComps,veltui
MsgVoidExchange,sukeisti
MsgVoidTheCashDrawerDoesNotHaveEnoughMoney,Kasos stalčiaus grynųjų pinigų likutis nepakankamas
MsgSyncPostStationFullSync,"Pagrindiniu POS terminalu galima nustatyti tik tą POS terminalą, kuris sukonfigūruotas leisti visišką sinchronizavimą."
MsgSyncHasDirtyOrders,"Šiame terminale yra nesusinchronizuotų užsakymų. Prieš keisdami pagrindinį POS terminalą, susinchronizuokite juos."
MsgSyncSynchronizing,Sinchronizuojama.
MsgSyncMainStationNotFound,"Dabar nepavyko rasti pagrindinio POS terminalo. Nustačius šį terminalą kaip pagrindinį, gali būti prarasti duomenys. Tęsti?"
MsgSyncNotSyncing,Nesinchronizuojama.
MsgSyncPoorConnection,Blogas ryšys (%.0f%%).
MsgSyncMainTransferFailPaymentsProcessingMismatch,Nepavyko pakeisti pagrindinio POS terminalo. Apdorotų mokėjimų skaičius nesutampa. Bandykite pagrindinį POS terminalą pakeisti dar kartą.
MsgSyncMainTransferFailPaymentsProcessingInProgress,Nepavyko pakeisti pagrindinio POS terminalo. Apdorojami mokėjimai. Bandykite pagrindinį POS terminalą pakeisti vėliau.
MsgSyncKioskNotSyncing,Kioskas neveikia. Užsisakykite prie kasos.
MsgSyncMainNotReachableLong,Pagrindinio POS terminalo nepavyko pasiekti per %d min. Patikrinkite tinklą ir pagrindinį POS terminalą.
MsgSyncStateSyncing,SINCHRONIZUOJAMA
MsgSyncStateUnsynced,NESUSINCHRONIZUOTA
MsgVoidReturnToInventory,Grįžti į produktų atsargų aprašą
MsgVoidReturnToInventoryQuestion,Ar norite grąžinti šiuos produktus į produktų atsargų aprašą?
MsgOrderSearchInvalidEstablishment,Šioje įstaigoje nėra užsakymo tokiu ID.
MsgOrderSearchNoResults,Pagal šį užsakymo ID operacijų nerasta
MsgOrderSearchFailedToLoadProductDetails,Nepavyko įkelti informacijos apie produktą. Bandykite iš naujo.
MsgFullProductIsNotLoaded,Bus įkelta informacija apie produktą. Tęsti?
MsgOrderSuborderLoaded,Nepavyko atidaryti použsakymio.
MsgOrderCantMergeHasPayments,Nepavyko sujungti užsakymų
MsgOrderCantMergeIsUnsynced,"Nepavyko sujungti užsakymų, nes užsakymas dar nesusinchronizuotas su pagrindiniu POS terminalu."
MsgOrderCantMergeClosed,"Nepavyko sujungti užsakymų, nes užsakymas uždarytas"
MsgOrderCantMergeInvoice,Nepavyko susieti užsakymo su sąskaita faktūra.
MsgOrderLoading,Įkeliama
MsgOrderSaving,Įrašoma
MsgOrderOrderWasDeleted,Užsakymas pašalintas iš pagrindinio POS terminalo. Jo begalima įkelti iš duomenų bazių serverio šiuo metu.
MsgOrderRemoveSurcharge,Pašalinti priemoką
MsgOrderRemoveSurchargeToo,Pašalinti ir priemoką?
MsgOrderFakeOrders,Netikri užsakymai
MsgOrderHeldOrders2,Atidėti užsakymai
MsgOrderTodaysOrders,Šiandienos užsakymai
MsgOrderFindOrderByID,Ieškoti užsakymo pagal užsakymo numerį
MsgOrderFindOrderByCallNumber,Ieškoti užsakymo pagal kviečiamąjį nr.
MsgOrderCloseHeldOrders,Uždaryti užlaikytus užsakymus
MsgOrderScanBarCode,Nuskaityti brūkš. kodą
MsgOrderinvalidScanBarCode,Netinkami nuskaitymo duomenys. Bandykite dar kartą.
MsgOrderOnlineOrders,Užsakymas internetu
MsgOrderLoginToViewOnlineOrders,Rink. užsak.
MsgOrderOutstandingInvoices,Neapmokėtos sąskaitos faktūros
MsgFromServer,Iš serverio
MsgOrderMergeOrder,Apjungti užsakymą
MsgOrderDeliveryManagement,Pristatytų užsakymų tvarkymas
MsgOrderDeliveryCheckin,Pristatymo mokestis
MsgOrderFindOrdersByCreditCard,Ieškoti užsakymų pagal kreditinę kortelę
MsgOrderFindOrdersByPrintID,Ieškoti užsakymo pagal užsakymo numerį
MsgOrderEnterPrintID,Įvesti pirkimo užsakymo nr.
MsgFindLinkedOrder,Ieškoti susietų užsakymų
MsgOrderFindOrders,Ieškoti užsakymų
MsgOrderWantToCloseAllHeldOrders,Ar tikrai norite uždaryti visus atidėtus užsakymus?
MsgOrderPartiallyPaidOrdersNotClosed,"Išvardinti užsakymai neuždaryti, nes nustatyti nesutapimai tarp užsakymo(-ų) ir apmokėjimo(-ų) sumų. Prašome sutvarkyti rankiniu būdu:\n\n"
MsgOrderNotActivatedGiftOrdersNotClosed,"Išvardinti užsakymai neuždaryti, nes užsakymas(-ai) turi neaktyvuotų dovanų kortelių. Prašome sutvarkyti rankiniu būdu:\n\n"
MsgOrderEnterOrderID,Įvesti užsakymo numerį
MsgOrderEnterOrderIDorScanBarcode,Įvesti užsakymo kodą arba nuskaityti brūkšninį kodą
MsgOrderEnterLast4CardDigits,Įvesti paskutinius 4 mokėjimo kortelės skaitmenis
MsgOrderReverse,Pakeisti išdėstymo tvarką
MsgOrderByTime,Pagal laiką
MsgOrderByOwner,Pagal užsakymų valdytoją
MsgOrderByOrderId,Pagal užsakymo kodą
MsgOrderFilteredOrders,Filtruoti užsakymai
MsgOrderUnprintedOrders,Neišspausdinti užsakymai
MsgOrderThereIsNoAvailableBartab,Nėra galimų baro kortelių.
MsgOrderLinkingCardToOrder,Susiejama kortelė...
MsgOrderPrintOpenChecks,Spausdinti atidarytus kvitus
MsgManageCustomersSearchFieldPlaceHolderV2,"Ieškoti pagal vardą, įmonę, telefono nr., el. pašto adresą, nuor. kodą"
MsgOrderHistSearchFieldPlaceHolder,Ieškoti pagal užsakymo kodą
MsgOrderHistSearchFieldPlaceHolderInvoice,Ieškoti pagal sąskaitos faktūros numerį
MsgOrderHistSearchFieldPlaceHolderWeb,Ieškoti pagal užsakymo kodą
MsgOrderHistSearchFieldPlaceHolderCallNumber,Ieškoti pagal kviečiamąjį nr.
MsgOrderHistSearchFieldPlaceHolderRevelLite,Ieškoti pagal užsakymo kodą
MsgOrderHistOrderID,Užsakymo nr.
MsgOrderHistInvoiceID,Sąskaitos faktūros nr.
MsgOrderHistTableID,Stalelio nr.
MsgOrderHistCustomerName,Pirkėjas
MsgOrderHistDateOpened,Atidarymo data
MsgOrderHistDatePlaced,Uždarymo data:
MsgOrderHistDiningType,Pietų tipas
MsgOrderHistDateDue,Pietų data
MsgOrderHistEmployeeName,Darbuotojo vardas
MsgOrderHistOrderTotal,Iš viso
MsgOrderHistPrintId,Spausdinti
MsgOrderHistInvoiced,Project-Id-Version: \nReport-Msgid-Bugs-To: \nPOT-Creation-Date: 2017-03-02 17:05:30\nPO-Revision-Date: 2017-03-02 17:05:30\nLast-Translator: \nLanguage-Team: \nMIME-Version: 1.0\nContent-Type: text/plain; charset=UTF-8\nContent-Transfer-Encoding: 8bit\nLanguage: lt\nPlural-Forms: nplurals=2; plural=(n != 1);\nX-Generator: Poedit 1.8.7\n
MsgOrderHistBar,%d baras
MsgOrderInvoiceToOrderConfirmation,Užsakymas bus sukurtas pagal šią sąskaitą faktūrą. Tikrai norite tęsti?
MsgOrderFullyPaidInvoiceToOrderConfirmation,Ši sąskaita faktūra pilnai apmokėta.\nKonvertuoti ją į užsakymą?
MsgManageCustomersPhoneCaption,Telefono nr.
MsgManageCustomersRefCodeCaption,Nuor. kodas
MsgWarningInputAmountofCash,Įveskite sumokėtų pinigų sumą
MsgOrderScanItemNotFoundTitle,Nerasta
MsgOrderScanItemNotFound,"Nuskaitytas produktas neatitinka jokio produkto šiame užsakyme, kuriam reikalingas serijos numeris. Kai tik užsakymas yra užbaigiamas ir apmokamas, į užsakymą nebegalima pridėti naujų produktų. Naujus produktus reikia traukti į naujai sukurtą užsakymą."
MsgSomeModifiersNoLongerAvailable,"Ir ši paslauga, ir paskirtasis darbuotojas daugiau nebegalimi."
MsgOrderTotalItems,Bendras produktų skaičius
MsgOrderLastOrdered,Paskutinio užsakymo data
BtnOrderLastNewBarTab,Nauja kortelė
MsgCustomerManageCustomers,Tvarkyti pirkėjus
BtnCustomerToOrder,prie užsakymo
BtnCustomerDisplayHistory,Ekranas
BtnCustomerManageAddresses,Tvarkyti\nadresus
MsgCustomerFilter,Filtras
MsgCustomerEnterName,Įvesti vardą
MsgCustomerEnterPhone,Įvesti tel. nr.
MsgCustomerEnterRef,Įvesti nuorodos kodą
MsgCustomerEnterEmail,Įvesti el. pašto adresą
MsgTitleAddNewCustomer,Pridėti naują pirkėją
BtnCustomerAddNew,Pridėti naują
BtnAddAddress,Pridėti adresą
BtnAddVIN,Pridėti VIN kodą
BtnCustomerNewCustomer,Naujas pirkėjas
BtnRemoveFromOrder,Pašalinti iš 'Pristatymo'
MsgCustomerLinkCustomer,Susieti pirkėją
MsgCustomerLink,Susieti
MsgCustomerSelectCallname,Pasirinkti kviečiamąjį vardą
MsgCustomerName,Pavadinimas
MsgCustomerSurname,Pavardė
MsgCustomerAddress,Adresas
MsgCustomerCity,Miestas
MsgCustomerState,Rajonas
MsgCustomerStateProvince,Rajonas
MsgCustomerZipCode,Pašto kodas
MsgCustomerEmail,El. paštas
MsgCustomerUserName,Vartotojo vardas
MsgCustomerPhoneNumber,Telefono nr.
MsgCustomerRefCode,Nuor. kodas
MsgCustomerGroup,Klientų grupė
MsgCustomerLoyaltyCardNumber,Lojalumo kortelės numeris
MsgLicNumber,LIC numeris
MsgCustomerGroupNone,Nėra
MsgCustomerNotes,Pastabos
MsgCustomerRegisterLoyalty,Užregistruoti lojalumo kortelę
MsgCustomerUpdateLoyalty,Atnaujinti lojalumo kortelės duomenis
MsgCustomerCreditCardXXXX,Kreditinė kortelė: XXXX XXXX XXXX %@
MsgCustomerNoCreditCard,Kreditinė kortelė nenurodyta
MsgCustomerUpdateCreditCard,Atnaujinti kortelę
MsgCustomerSelectCustomer,Pasirinkite klientą.
MsgCustomerSelectCall,Pasirinkite kvietimo vardą.
MsgCustomerFillAllRequiredFields,Užpildykite visus būtinus laukelius.
MsgCustomerBirthDate,Gimimo data
MsgCustomerFirstName,Vardas
MsgCustomerLastName,Pavardė
MsgCompanyName,Įmonės pavadinimas
MsgAddressName,Adresas
MsgCustomerStreetAddress,Adresas (gatvės pav.
MsgCustomerCountry,Šalis
MsgCustomerBillingAddress,Atsiskaitymo adresas
MsgCustomerShippingAddress,Užsakymo pristatymo adresas
MsgCustomerCurrentBillingAddress,Dabartinis sąskaitos pristatymo adresas
MsgCustomerCurrentShippingAddress,Dabartinis pristatymo adresas
MsgCustomerCurrentShippingDeliveryAddress,Dabartinis užsakymo siuntimo/\npristatymo adresas
MsgCustomerManageAddresses,Tvarkyti adresus
MsgCustomerManageAddressesWithName,Tvarkyti %@ %@'s adresus
MsgCustomerEditCustomer,Redaguoti kliento duomenis
MsgCustomerAddressEmpty,Nėra pirkėjo adreso.
MsgCustomerDeleteAddressConfirmation,Ar tikrai norite pašalinti šį adresą?
